,Label,Detectors,Lat,Lng
450,U.S.14 WB @ C.S.A.H.22,D6-C015,44.03647,-92.51769
451,T.H.52 @ U.S.63,D6-C013,43.97683,-92.4621
452,C.S.A.H.22 EW @ 16th St SW,D6-C014,44.00249,-92.48892
453,T.H.52 @ Mayowood Rd,D6-C011,43.9942,-92.48531
454,T.H.52,D6-C012,43.98241,-92.47592
455,T.H.7 EB @ Louisiana Ave,C1281,44.9376,-93.3682
456,T.H.52 @ 19th St NW,D6-C006,44.04354,-92.48727
457,T.H.52 @ Civic Center Dr,D6-C007,44.03079,-92.4881
458,T.H.52 @ 41st St NW,D6-C004,44.06523,-92.49932
459,T.H.52 @ 37th St NW,D6-C005,44.06145,-92.49902
460,T.H.52 @ 75th St NW,D6-C002,44.10795,-92.51411
461,T.H.52 SB @ 55th St NW,D6-C003,44.08007,-92.50918
462,T.H.52 @ 2nd St SW,D6-C008,44.02163,-92.48856
463,T.H.52 @ 6th St SW,D6-C009,44.01693,-92.48818
464,T.H.100 NB @ 36th St EB,C2141,44.93767,-93.34879
465,T.H.65 NB @ Constance Blvd,C1499,45.26646,-93.23409
466,T.H.65 NS @ 147th Ave,C1498,45.2372,-93.23423
467,T.H.65 NB @ Bunker Lake Blvd,C1497,45.21917,-93.23383
468,T.H.65 SB @ 117th Ave,C1495,45.1832,-93.23422
469,T.H.65 SB @ 109th Ave,C1494,45.16764,-93.23599
470,T.H.65 NB @ 105th Ave,C1493,45.16104,-93.23452
471,Snelling Ave SB @ Energy Park Dr,C1263,44.97299,-93.16722
472,T.H.7 EB @ Christmas Lake Rd,C1272,44.90197,-93.55091
473,T.H.7 EB @ Oak St,C1271,44.89778,-93.56762
474,T.H.7 EB @ T.H.41,C1270,44.89184,-93.57957
475,T.H.65 NB @ 47th Ave,C1478,45.05348,-93.24724
476,T.H.65 NB @ 45th Ave,C1477,45.04986,-93.24717
477,T.H.65 SB @ 44th Ave,C1476,45.04818,-93.24874
478,T.H.65 SB @ 41st Ave,C1475,45.04265,-93.24755
479,T.H.65 NB @ 40th Ave,C1474,45.04081,-93.24704
480,T.H.47 NB @ 53rd Ave,C1472,45.0646,-93.263
481,T.H.120 SB @ 7th Ave,C1230,45.0165,-92.9849
482,T.H.47 SB @ 44th Ave,C1471,45.04808,-93.26338
483,T.H.65 SB @ 49th Ave,C1479,45.05727,-93.2479
484,T.H.52 NB @ C.S.A.H.12 No Jct EB,D6-C6027,44.18432,-92.57618
485,T.H.52 SB S of C.S.A.H.12E,D6-C6026,44.17477,-92.56499
486,T.H.52 NB @ 5th St,D6-C6025,44.16942,-92.54744
487,T.H.52 NB @ C.S.A.H.12 So Jct,D6-C6024,44.14463,-92.52698
488,T.H.65 SB @ 52nd Ave,C1481,45.0625,-93.24793
489,T.H.65 SB @ 50th Ave,C1480,45.0591,-93.24788
490,T.H.65 SB @ 81st Ave NE,C1488,45.1153,-93.24264
491,T.H.65 NB @ Osborne Rd,C1487,45.1083,-93.24234
492,T.H.65 SB @ 73rd Ave,C1486,45.10103,-93.24495
493,T.H.65 NB @ Mississippi St,C1485,45.08661,-93.24191
494,T.H.65 SB @ Medtronic Pkwy,C1483,45.07188,-93.2486
495,T.H.65 SB @ 53rd Ave,C1482,45.06461,-93.24731
496,T.H.65 SB @ 99th Ave,C1492,45.14963,-93.23642
497,T.H.65 NS @ 93rd Ln,C1491,45.14034,-93.23384
498,T.H.65 NB @ 85th Ave NE,C1490,45.12489,-93.23359
499,I-94 EB @ Elm Creek,C809,45.11092,-93.47157
500,T.H.36 WB @ Co Rd 35,C3636,45.04587,-92.78212
501,T.H.36 EB @ Co Rd 35,C3637,45.04556,-92.77869
502,I-94 WB @ 95th Ave,C808,45.12482,-93.48297
503,I-94 EB @ T.H.610,C807,45.13764,-93.49771
504,I-94 WB W of 101st Ave,C806,45.14986,-93.50096
505,I-94 EB @ Brockton Ln,C805,45.15983,-93.51747
506,I-94 WB W Jct Co Rd 81,C804,45.17432,-93.52655
507,I-94 EB E of T.H.101,C803,45.18434,-93.53843
508,I-94 WB @ T.H.101,C802,45.19517,-93.55208
509,I-94 EB W of T.H.101,C801,45.20371,-93.57315
510,I-94 WB E of T.H.241,C800,45.21115,-93.58274
511,T.H.36 WB @ T.H.95,C3630,45.03835,-92.79044
512,I-35 SB @ T.H.2,C35-084,46.73186,-92.20266
513,T.H.55 W of T.H.100,C1218,44.98488,-93.35414
514,I-394 EB @ Linden Ave EB,C9181,44.97538,-93.28116
515,I-94 EB @ Humboldt Ave,C819,45.06744,-93.29883
516,I-94 WB @ Xerxes Ave,C818,45.07454,-93.3186
517,I-94 WB @ Brooklyn Blvd,C817,45.07612,-93.33228
518,I-94 EB @ Zane Ave,C816,45.07587,-93.35578
519,I-94 EB @ Co Rd 81,C815,45.07779,-93.3727
520,I-94 EB @ Boone Ave,C814,45.07953,-93.39232
521,I-94 EB @ U.S.169,C813,45.08265,-93.40193
522,I-94 WB @ Hemlock Ln,C812,45.09001,-93.43205
523,I-94 EB @ I-494 SB,C811,45.0913,-93.44658
524,I-94 WB @ Weaver Lake Rd,C810,45.10475,-93.45925
525,I-35 @ Cody St,C35-094,46.73654,-92.18929
526,I-35E NB @ Kellogg Blvd,C3401,44.94612,-93.10477
527,I-35 NB @ 63rd Ave W,C35-098,46.73705,-92.17757
528,T.H.47 SB @ 40th Ave,C1470,45.04084,-93.26322
529,T.H.36 WB @ T.H.120,C3613,45.02019,-92.98464
530,T.H.252 NB @ 73rd Ave,C2523,45.08734,-93.28761
531,T.H.149 NB @ Wescott Rd,C4944,44.81997,-93.10556
532,T.H.61 NB S of 70th St,C1676,44.84468,-92.97957
533,T.H.61 SB @ 80th St,C1675,44.83249,-92.96597
534,T.H.149 NB @ Opperman Dr,C4945,44.82815,-93.11241
535,T.H.252 SB @ 70th Ave,C2522,45.08216,-93.28769
536,T.H.36 WB @ Hadley Ave N,C3614,45.02776,-92.97187
537,T.H.252 SB @ 66th Ave,C2521,45.07439,-93.28678
538,T.H.47 @ 49th Ave,C4704,45.05711,-93.26343
539,T.H.36 WB @ Hilton Tr,C3615,45.03683,-92.95056
540,T.H.149 SB @ Yankee Doodle Rd,C4946,44.83327,-93.11665
541,T.H.61 NB S of 80th St,C1674,44.82442,-92.94948
542,T.H.61 NB @ Jamaica Avenue,C1673,44.81583,-92.93444
543,T.H.36 WB E of Demontreville Tr,C3616,45.03627,-92.92711
544,I-94 WB @ Tunnel West #1,C829,44.96555,-93.28782
545,T.H.61 NB @ Innovation Rd,C1672,44.80544,-92.91274
546,T.H.36 WB W of Keats Ave,C3617,45.0361,-92.91326
547,T.H.47 S of I-694 EB,C4706,45.06782,-93.26357
548,I-94 EB @ Tunnel East #3,C828,44.9655,-93.28815
549,T.H.47 N of I-694,C4707,45.06969,-93.26368
550,I-94 EB @ Tunnel East #2,C827,44.96769,-93.28821
551,T.H.149 SB S Jct T.H.55,C4949,44.84582,-93.12458
552,I-94 EB @ Tunnel East #1,C826,44.96913,-93.28796
553,T.H.47 @ 57th Ave,C4708,45.07158,-93.2637
554,T.H.61 NB S of Innovation Rd,C1670,44.79935,-92.90064
555,T.H.36 WB E of Keats Ave,C3619,45.0364,-92.894
556,T.H.47 @ 61st Ave,C4709,45.07883,-93.26374
557,I-94 SB @ 7th St,C825,44.98838,-93.28916
558,I-94 NB @ Broadway Ave,C824,44.99866,-93.28205
559,I-94 WB @ Lowry Ave,C823,45.01297,-93.28201
560,I-94 EB @ 42nd Ave,C822,45.03141,-93.28782
561,I-94 EB @ 49th Ave,C821,45.04402,-93.28543
562,T.H.252 SB @ 85th Ave,C2527,45.10885,-93.30103
563,I-94 EB @ 57th Ave,C820,45.05819,-93.2879
564,I-494 SB @ T.H.55,C1438,45.01087,-93.45788
565,T.H.36 WB @ McKnight Rd,C3610,45.01253,-93.00551
566,T.H.252 SB @ Humboldt Ave,C2526,45.10069,-93.29999
567,T.H.36 EB E of McKnight Rd,C3611,45.01198,-93.00239
568,T.H.61 NB @ Glen Rd,C1678,44.87154,-92.99974
569,T.H.47 @ 37th Ave,C4701,45.03546,-93.26304
570,T.H.252 NB @ Brookdale Dr,C2524,45.09449,-93.28998
571,T.H.36 WB @ Margaret St,C3612,45.01627,-92.99192
572,T.H.61 NB S of Glen Rd,C1677,44.86388,-92.9976
573,T.H.47 @ Osborne Rd,C4713,45.10728,-93.26402
574,T.H.120 SB @ Innovation Blvd,C1203,44.95234,-92.98535
575,T.H.5 SB @ T.H.36,C3624,45.03523,-92.84815
576,T.H.120 NB N of I-94 WB,C1202,44.94921,-92.98581
577,T.H.36 EB @ Norell Ave,C3625,45.03581,-92.83318
578,T.H.47 @ 81st Ave NE,C4714,45.11512,-93.26396
579,T.H.61 SB @ Warner Rd,C1686,44.94683,-93.04071
580,T.H.36 WB @ Oakgreen Ave,C3626,45.03627,-92.82234
581,T.H.120 SB S of I-94 EB,C1201,44.94758,-92.98583
582,T.H.47 @ 85th Ave,C4715,45.12514,-93.26484
583,T.H.61 NB S of Warner Rd,C1685,44.9393,-93.03221
584,T.H.36 EB @ Osgood Ave,C3627,45.03537,-92.80705
585,T.H.61 NB @ Lower Afton Rd,C1684,44.92863,-93.02253
586,T.H.47 @ University Ave,C4716,45.12854,-93.26709
587,T.H.61 NB @ Highwood Ave,C1683,44.91626,-93.01492
588,I-94 EB @ Franklin Ave,C839,44.9645,-93.21613
589,T.H.61 NB @ Carver Ave,C1682,44.90171,-93.00997
590,T.H.36 EB @ T.H.95,C3629,45.03517,-92.79079
591,I-94 WB @ Huron St,C838,44.96791,-93.22152
592,T.H.61 NB @ Bailey Rd,C1681,44.89141,-93.00633
593,I-94 EB @ Riverside Ave,C837,44.96412,-93.23007
594,I-94 EB @ Cedar Ave,C836,44.96436,-93.24408
595,I-94 WB @ T.H.65,C834,44.96682,-93.27019
596,I-94 WB @ Nicollet Ave,C833,44.96653,-93.27754
597,I-94 EB @ Hennepin & Lyndale,C832,44.96426,-93.2853
598,T.H.149 SB N Jct T.H.55,C4950,44.85141,-93.13029
599,I-94 WB @ Tunnel West #3,C831,44.96912,-93.28767
600,T.H.36 EB @ Lake Elmo Ave,C3620,45.03519,-92.88302
601,T.H.149 SB @ Lone Oak Pkwy,C4951,44.85513,-93.1299
602,T.H.36 WB W of Manning Ave,C3621,45.03634,-92.87097
603,I-94 WB @ Tunnel West #2,C830,44.96769,-93.2879
604,T.H.47 @ Mississippi St,C4710,45.08601,-93.26378
605,T.H.149 @ Vikings Pkwy,C4952,44.85768,-93.12814
606,T.H.47 @ 69th Ave,C4711,45.0936,-93.26374
607,T.H.36 WB @ Manning Ave,C3622,45.03628,-92.86324
608,T.H.149 NB N of I-494,C4954,44.86468,-93.12947
609,T.H.36 WB @ Stillwater Blvd,C3623,45.03644,-92.84826
610,T.H.47 @ 73rd Ave,C4712,45.10072,-93.26396
611,U.S.169 SB @ Main St,C1652,45.30351,-93.55502
612,T.H.10 WB @ Jackson St,C1651,45.30423,-93.56716
613,I-35W NB @ Cliff Rd,C609,44.7843,-93.28779
614,I-35W SB @ T.H.13,C608,44.77485,-93.28893
615,T.H.10 WB @ Main St,C1650,45.29974,-93.56029
616,I-35W SB @ Burnsville Pkwy,C607,44.7599,-93.28942
617,I-94 EB @ John Ireland Blvd,C849,44.94981,-93.1031
618,I-94 EB @ Western Ave,C848,44.95079,-93.11649
619,I-35W NB @ Co Rd 42,C606,44.7457,-93.28238
620,I-35 SB @ Crystal Lake Rd,C605,44.73057,-93.28358
621,I-94 EB @ Lexington Ave,C846,44.95138,-93.14543
622,I-35 NB @ Co Rd 46,C604,44.71446,-93.2829
623,I-94 EB @ Hamline Ave,C845,44.95141,-93.1565
624,I-35 NB @ Co Rd 50,C603,44.69779,-93.28796
625,I-94 EB @ Snelling Ave,C844,44.95135,-93.16853
626,I-35 NB @ Co Rd 60,C602,44.68166,-93.29312
627,I-35 NB @ 195th St,C601,44.66698,-93.29423
628,I-94 EB @ Prior Ave,C843,44.95232,-93.18235
629,I-35 NB @ 205th St,C600,44.65545,-93.29457
630,I-94 EB @ Cretin Ave,C842,44.95546,-93.192
631,I-94 EB @ T.H.280,C841,44.96012,-93.20208
632,I-94 EB W of T.H.280,C840,44.95966,-93.20875
633,T.H.61 NB (Silver Cliff Tunnel),C61-052,47.06784,-91.59425
634,T.H.61 NB (Silver Cliff Tunnel),C61-053,47.06694,-91.59556
635,T.H.61 NB (Silver Cliff Tunnel),C61-051,47.0688,-91.59293
636,T.H.61 SB @ T.H.10,C1665,44.76656,-92.85953
637,T.H.61 NB S of T.H.10,C1664,44.76279,-92.85423
638,T.H.61 NB N of Mississippi River,C1663,44.75462,-92.85272
639,T.H.61 NB @ Mississippi River,C1662,44.74686,-92.85249
640,T.H.61 NB @ 2nd St,C1661,44.74453,-92.85243
641,I-35W NS @ 46th St,C619,44.91899,-93.2748
642,T.H.61 @ 4th St,C1660,44.74245,-92.85226
643,I-35W SB @ 50th St,C618,44.91254,-93.27577
644,I-35W SB @ Diamond Lake Rd,C617,44.90343,-93.27635
645,T.H.36 EB @ English St,C3608,45.01134,-93.04441
646,I-94 WB @ McKnight Rd,C859,44.9504,-93.0044
647,I-94 EB @ White Bear Ave,C858,44.95102,-93.02546
648,I-35W NB E Jct T.H.62,C616,44.89134,-93.27431
649,T.H.36 WB @ White Bear Ave,C3609,45.01211,-93.02197
650,I-35W NB @ 66th St,C615,44.88259,-93.29568
651,I-94 WB @ T.H.61,C857,44.95291,-93.03959
652,I-94 EB @ Johnson Pkwy,C856,44.95183,-93.04943
653,I-35W SB @ 76th St,C614,44.86561,-93.29931
654,I-35W NB S of 86th St,C613,44.84792,-93.29858
655,I-94 EB @ Mounds Blvd,C855,44.95199,-93.06985
656,I-35W SB @ 94th St,C612,44.83335,-93.2958
657,I-94 EB @ T.H.52 SB,C854,44.95232,-93.08259
658,T.H.61 NB N of Kingsborough Tr,C1669,44.79467,-92.89002
659,I-35W SB @ 98th St,C611,44.826,-93.292
660,I-94 EB @ 7th St,C853,44.9518,-93.08661
661,T.H.61 NB @ Kingsborough Tr,C1668,44.78856,-92.88121
662,I-94 WB @ I-35E NB,C852,44.95459,-93.09246
663,I-35W SB @ 110th St,C610,44.80689,-93.29196
664,T.H.61 NB N of T.H.95,C1667,44.78394,-92.874
665,I-94 EB @ Jackson St,C851,44.95378,-93.09283
666,T.H.61 NB @ T.H.95,C1666,44.7781,-92.864
667,I-94 EB @ Wabasha St,C850,44.95044,-93.10031
668,I-35W SB @ 4th St,C629,44.98399,-93.24255
669,I-35W NB @ Washington Ave,C628,44.97584,-93.24624
670,I-94 WB @ T.H.95,C869,44.96227,-92.77282
671,I-35W SB @ 3rd St,C627,44.97172,-93.25219
672,I-94 WB @ Co Rd 21,C868,44.95509,-92.79703
673,I-35W NB @ Hiawatha Ave,C626,44.96668,-93.25334
674,I-94 WB @ St. Croix RA,C867,44.94977,-92.82075
675,I-35W SB @ Chicago Ave,C625,44.96621,-93.26134
676,I-35W NB @ 26th St,C624,44.95557,-93.26979
677,I-94 WB @ Co Rd 71,C866,44.94896,-92.84308
678,I-94 WB @ Manning Ave,C865,44.94896,-92.86227
679,I-35W SB @ Lake St,C623,44.94925,-93.27508
680,I-35W SB @ 35th St,C622,44.93971,-93.27524
681,I-94 WB @ Co Rd 17B,C864,44.94908,-92.88365
682,I-35W NB @ 42nd St,C621,44.92702,-93.27513
683,I-94 WB @ Co Rd 19,C863,44.949,-92.903
684,I-94 EB @ Co Rd 13,C862,44.94813,-92.93473
685,I-35W NB @ 46th St,C620,44.92021,-93.27346
686,I-94 WB @ I-494 E Jct,C861,44.94913,-92.95856
687,I-94 EB @ T.H.120,C860,44.94823,-92.98533
688,T.H.10 WB @ T.H.24,C1642,45.44739,-93.9966
689,I-35W NB @ Co Rd 10,C639,45.09136,-93.18752
690,I-35W NB @ Co Rd 96,C638,45.07897,-93.18468
691,I-35W NB @ Co Rd E2,C637,45.05746,-93.18694
692,I-35W NB @ T.H.88,C636,45.04095,-93.18913
693,I-35W SB @ Co Rd C,C635,45.02108,-93.1898
694,I-35W SB @ T.H.280,C634,45.01062,-93.20193
695,I-35W SB @ Industrial Blvd,C633,45.00312,-93.21541
696,I-35W SB @ Stinson Blvd,C632,45.00122,-93.22119
697,T.H.10 EB @ T.H.25,C1646,45.33262,-93.74526
698,T.H.10 WB @ Co Rd 11,C1645,45.35653,-93.81989
699,I-35W SB @ Johnson St,C631,45.00259,-93.23455
700,I-35W NB @ Hennepin Ave,C630,44.9912,-93.23597
701,I-94 WB @ Carmichael Rd,C871,44.96394,-92.721
702,I-94 EB @ Hegen St,C870,44.9624,-92.74352
703,I-494 WB @ T.H.62,C409,44.87563,-93.07696
704,I-494 EB @ Blaine Ave,C408,44.8743,-93.05244
705,I-35W NB N of Co Rd 14,C649,45.19948,-93.05253
706,I-494 EB W of Concord St,C407,44.87434,-93.03552
707,I-35W NB @ Co Rd 14,C648,45.19258,-93.07255
708,I-494 WB @ Hardman Ave,C406,44.88236,-93.02173
709,I-35W SB @ Co Rd 23,C647,45.18076,-93.11226
710,I-494 WB @ Maxwell Ave,C405,44.88447,-93.00899
711,I-494 WB @ T.H.61,C404,44.88624,-93.00393
712,I-35W NB S of Co Rd 23,C646,45.17254,-93.12428
713,I-494 WB @ Bailey Rd,C403,44.8886,-93.0023
714,I-35W NB @ Sunset Rd,C645,45.16791,-93.14278
715,I-35W SB @ Lexington Ave,C644,45.15957,-93.16362
716,I-494 WB @ Carver Ave,C402,44.90208,-92.99535
717,I-35W SB @ 95th Ave,C643,45.14261,-93.18634
718,I-494 WB @ Lake Rd,C401,44.9165,-92.98163
719,I-494 EB @ Valley Creek Rd,C400,44.92476,-92.96734
720,I-35W SB @ Lake Dr,C642,45.12767,-93.18899
721,I-35W SB @ T.H.10,C641,45.11553,-93.18887
722,I-35W SB @ Co Rd I,C640,45.10822,-93.18892
723,I-94 WB @ Plymouth Ave,C8251,44.99155,-93.28524
724,I-494 EB @ Portland Ave,C419,44.86195,-93.26777
725,I-494 EB @ 12th Ave,C418,44.86197,-93.25819
726,I-35W NB @ University Ave,C1629,44.98196,-93.24333
727,T.H.10 WB @ Thurston Ave,C659,45.2133,-93.41315
728,I-494 WB @ T.H.77,C417,44.86254,-93.24786
729,T.H.10 EB @ Sunfish Lk Blvd,C658,45.21957,-93.42897
730,I-494 WB E of 24th Ave,C416,44.86237,-93.23022
731,I-35W NB @ Washington Ave,C1628,44.9737,-93.24894
732,T.H.10 EB @ C.S.A.H.56,C657,45.22622,-93.45014
733,I-494 EB @ T.H.5,C415,44.86225,-93.21081
734,T.H.10 WB @ Armstrong Blvd,C656,45.23485,-93.47094
735,I-494 EB @ Pilot Knob Rd,C414,44.86078,-93.1669
736,I-494 EB @ I-35E NB,C413,44.86082,-93.14433
737,I-494 EB @ Dodd Rd,C412,44.86216,-93.12922
738,T.H.10 EB @ 171st Ave,C654,45.28126,-93.54978
739,T.H.10 WB @ T.H.101,C653,45.29152,-93.55471
740,I-494 EB @ Delaware Ave,C411,44.86041,-93.1057
741,I-494 EB @ Pieper Rd,C410,44.86177,-93.09216
742,I-35W NB S of I-35E,C650,45.21444,-93.03423
743,I-535 SB @ Blatnik Approach,C535-160,46.73147,-92.09526
744,I-94 WB S of T.H.55,C8261,44.98056,-93.28663
745,I-535 EB @ Blatnik Approach,C535-168,46.73446,-92.09707
746,I-494 SB @ Valley View Rd,C429,44.86856,-93.43304
747,I-494 EB @ Flying Cloud Dr,C428,44.86197,-93.4251
748,T.H.610 EB @ T.H.47,C669,45.14244,-93.27076
749,I-494 EB @ U.S.169,C427,44.85894,-93.39498
750,T.H.10 EB @ Foley Blvd,C668,45.1518,-93.27499
751,I-494 WB @ W Bush Lake Rd,C426,44.86054,-93.38293
752,T.H.10 WB W of Egret Blvd,C667,45.16966,-93.29364
753,I-494 EB @ T.H.100,C424,44.85851,-93.34948
754,T.H.10 EB @ Hanson Blvd,C666,45.18176,-93.31586
755,T.H.10 EB W of Hanson Blvd,C665,45.18694,-93.32783
756,I-494 EB @ France Ave,C423,44.85864,-93.32846
757,I-494 WB @ Penn Ave,C422,44.8623,-93.30883
758,T.H.10 EB @ Co Rd 14,C664,45.19735,-93.34102
759,T.H.10 EB @ Round Lake Blvd,C663,45.20387,-93.35756
760,I-494 EB @ I-35W SB,C421,44.8616,-93.29993
761,I-494 WB @ Lyndale Ave,C420,44.86239,-93.28847
762,T.H.10 WB E of 7th Ave,C662,45.20454,-93.373
763,T.H.10 EB @ U.S.169,C661,45.20475,-93.38972
764,T.H.2 WB (Bong Bridge),C2-105,46.73433,-92.14888
765,T.H.10 EB @ Greenhaven Rd,C660,45.20553,-93.4003
766,I-94 WB @ Dale St,C8471,44.9522,-93.12556
767,I-494 NB @ Rockford Rd,C439,45.02839,-93.45169
768,I-494 SB @ T.H.55,C438,45.01299,-93.45716
769,I-494 NB @ Co Rd 6,C437,44.99656,-93.45769
770,I-494 SB @ Carlson Pkwy,C436,44.98331,-93.4604
771,I-494 SB @ Stone Rd,C435,44.94956,-93.45899
772,I-494 SB S of Minnetonka Blvd,C434,44.93661,-93.45687
773,I-494 NB @ T.H.7,C433,44.9253,-93.45091
774,T.H.10 NB @ Co Rd 96,C675,45.0789,-93.17469
775,I-494 SB @ Excelsior Blvd,C432,44.91436,-93.45013
776,I-494 SB @ Baker Rd,C431,44.90545,-93.44864
777,T.H.10 EB E of Co Rd J,C673,45.1181,-93.20392
778,T.H.10 WB @ Airport Rd,C672,45.12824,-93.21786
779,I-494 SB N of Valley View Rd,C430,44.87656,-93.43663
780,T.H.10 EB @ T.H.65,C671,45.13352,-93.23468
781,I-94 WB @ John Ireland Blvd,C8481,44.95118,-93.10777
782,T.H.10 EB @ University Ave,C670,45.14282,-93.26562
783,T.H.100 NB @ 77th St,C209,44.86431,-93.34945
784,T.H.101 NB @ Co Rd 38,C205,45.25263,-93.55463
785,T.H.610 WB @ U.S.169,C688,45.13014,-93.39167
786,T.H.610 EB @ Revere Ln,C687,45.1298,-93.41243
787,T.H.101 NB @ Co Rd 36,C203,45.22928,-93.55179
788,T.H.610 EB @ Hemlock Ln,C686,45.12968,-93.43272
789,T.H.101 @ James Rd,C202,45.21038,-93.5515
790,I-494 SB @ Fish Lake Rd,C444,45.08068,-93.44711
791,I-494 NB @ Bass Lake Rd,C443,45.06598,-93.447
792,T.H.101 @ C.S.A.H.144,C201,45.21038,-93.55364
793,T.H.610 WB @ Elm Creek Blvd,C685,45.13195,-93.44169
794,I-494 SB S of Bass Lake Rd,C442,45.05817,-93.45191
795,T.H.101 @ Diamond Lake Rd,C200,45.19944,-93.55279
796,T.H.610 WB E of Fernbrook Ln,C684,45.13849,-93.46022
797,I-494 NB N of 49th Ave,C441,45.04914,-93.45135
798,T.H.610 WB @ Maple Grove Pkwy,C683,45.13834,-93.47193
799,I-494 SB @ 49th Ave,C440,45.04195,-93.45314
800,T.H.610 WB E of I-94,C682,45.13864,-93.48913
801,T.H.100 SB @ Duluth St,C219,44.99893,-93.34962
802,T.H.100 SB @ T.H.55,C218,44.98549,-93.34951
803,T.H.100 SB @ Glenwood Ave,C217,44.9776,-93.34541
804,T.H.100 NB @ 25.5 St W,C216,44.95679,-93.34668
805,T.H.100 NB @ T.H.7 EB,C215,44.94353,-93.34729
806,T.H.100 SB @ Excelsior Blvd,C214,44.92888,-93.3503
807,T.H.100 SB @ 50th St,C213,44.91238,-93.35126
808,T.H.100 SB @ Benton Ave,C212,44.89648,-93.35044
809,I-94 EB @ Dowling Ave,C8220,45.02407,-93.28507
810,T.H.100 SB @ 66th St,C210,44.88261,-93.3507
811,T.H.610 EB @ T.H.252,C693,45.12232,-93.30595
812,I-94 WB @ Dowling Ave,C8221,45.02407,-93.28402
813,T.H.51 NB @ Co Rd C,C5156,45.02113,-93.1666
814,T.H.51 NB @ Co Rd C2,C5157,45.02801,-93.16676
815,T.H.51 SB @ Lydia Ave,C5158,45.0316,-93.16716
816,T.H.100 NB @ 57th Ave,C226,45.05855,-93.30609
817,T.H.100 SB N of France Ave,C225,45.04868,-93.32456
818,T.H.100 NB @ France Ave,C224,45.04229,-93.32987
819,T.H.100 SB @ Co Rd 81,C223,45.03664,-93.34345
820,T.H.100 SB @ 42nd Ave,C222,45.03162,-93.34755
821,T.H.100 NB @ 36th Ave,C221,45.02187,-93.3477
822,I-494 EB @ 7th Ave,C4071,44.87364,-93.04243
823,T.H.100 NB N of Duluth St,C220,45.0072,-93.34896
824,I-94 EW W of Snelling Ave,C8431,44.95221,-93.17386
825,I-535 NB @ Blatnik Bridge,C535-159,46.74923,-92.10083
826,I-35E NB @ Pilot Knob Rd,C1800,44.82945,-93.1666
827,I-35W SB @ 7th St,C6261,44.96949,-93.25418
828,I-535 NB @ Garfield Ave,C535-145,46.75577,-92.10536
829,I-535 SB @ Garfield Ave,C535-146,46.75554,-92.10591
830,T.H.36 WB @ T.H.61,C009,45.01228,-93.05556
831,T.H.36 EB @ Arcade St,C008,45.01027,-93.06578
832,T.H.36 EB @ Edgerton St,C007,45.00915,-93.07653
833,T.H.36 WB @ I-35E,C006,45.01103,-93.0894
834,T.H.36 EB @ Rice St,C005,45.00715,-93.10612
835,T.H.36 WB @ Dale St,C004,45.00983,-93.12718
836,T.H.36 EB @ Lexington Ave,C003,45.01061,-93.14751
837,T.H.10 WB @ 14th St,C10-02,46.87517,-96.75763
838,T.H.36 WB @ Snelling Ave,C002,45.01059,-93.16703
839,Main St SB @ 8th St,C10-01,46.87347,-96.76823
840,T.H.36 WB @ Cleveland Ave,C001,45.01038,-93.186
841,T.H.10 WB @ 34th St,C10-04,46.87674,-96.72578
842,T.H.10 WB @ 1st Ave,C10-03,46.87594,-96.74678
843,I-35W NS @ 28th St,C6231,44.95123,-93.27218
844,T.H.95 NB @ C.S.A.H.21,C9503,45.02972,-92.78578
845,T.H.95 NB S of T.H.36,C9504,45.03477,-92.79044
846,I-35E SB @ Yankee Doodle Rd,C019,44.83388,-93.16457
847,I-35E NB S of Pilot Knob Rd,C018,44.8228,-93.17208
848,I-35E SB @ Deerwood Dr,C017,44.81152,-93.18444
849,T.H.95 SB @ Chestnut St,C9507,45.05561,-92.80595
850,I-35E SB @ Diffley Rd,C016,44.80467,-93.19104
851,T.H.95 SB @ Myrtle St,C9508,45.05647,-92.80628
852,T.H.95 NB N of T.H.36,C9505,45.03731,-92.79237
853,I-35E SB @ Cliff Rd,C015,44.78989,-93.20256
854,I-35E NB @ T.H.77,C014,44.77717,-93.21766
855,T.H.95 @ Nelson St,C9506,45.05442,-92.80498
856,I-35E SB S of T.H.77,C013,44.76669,-93.23636
857,I-35E SB @ Co Rd 11,C012,44.75928,-93.24849
858,T.H.51 SB @ Midway Pkwy,C5150,44.98127,-93.16747
859,I-35E SB @ McAndrews Rd,C011,44.75358,-93.2623
860,T.H.51 NB @ Hoyt Ave,C5151,44.98835,-93.16653
861,I-35E SB @ Co Rd 42,C010,44.744,-93.27688
862,T.H.95 WB @ T.H.65,C9510,45.57325,-93.2086
863,T.H.51 NB @ Larpenteur Ave,C5152,44.99201,-93.16609
864,T.H.51 NB @ Roselawn Ave,C5153,44.9991,-93.16617
865,T.H.51 SB S of Co Rd B,C5154,45.00306,-93.16704
866,T.H.51 SB @ Co Rd B,C5155,45.00635,-93.16694
867,I-35E SB @ Randolph Ave,C029,44.92663,-93.14541
868,I-35E SB @ W. 7th St,C028,44.91502,-93.14475
869,I-35E SB @ Shepard Rd,C027,44.91097,-93.14415
870,I-35E SB @ T.H.13,C026,44.90085,-93.1362
871,I-35E SB S of T.H.13,C025,44.89316,-93.13133
872,I-35E SB N of T.H.62,C024,44.88874,-93.13226
873,I-35E SB @ T.H.62,C023,44.88356,-93.1394
