,Station,Lat,Lng
3663,no ID,43.65293,-94.82912
3664,no ID,43.65295,-94.82204
3665,no ID,43.65298,-94.81415
3666,no ID,43.65295,-94.80713
3667,no ID,43.65292,-94.79972
3668,no ID,43.65298,-94.79227
3669,no ID,43.65337,-94.78478
3670,no ID,43.65379,-94.77663
3671,no ID,43.65407,-94.77432
3672,no ID,43.65467,-94.77191
3673,no ID,43.65687,-94.76569
3674,no ID,43.65935,-94.75863
3675,no ID,43.66172,-94.75144
3676,no ID,43.66241,-94.7476
3677,no ID,43.66361,-94.74075
3678,no ID,43.66473,-94.73414
3679,no ID,43.66508,-94.73199
3680,no ID,43.66571,-94.72847
3681,no ID,43.66668,-94.72266
3682,no ID,43.6668,-94.72053
3683,no ID,43.66675,-94.71481
3684,no ID,43.66663,-94.70762
3685,no ID,43.66651,-94.69997
3686,no ID,43.66647,-94.69238
3687,no ID,43.66651,-94.68466
3688,no ID,43.6665,-94.67694
3689,no ID,43.66655,-94.6696
3690,no ID,43.66656,-94.66242
3691,no ID,43.66656,-94.65449
3692,no ID,43.66666,-94.6505
3693,no ID,43.66752,-94.64685
3694,no ID,43.66886,-94.64418
3695,no ID,43.67032,-94.64241
3696,no ID,43.673,-94.63954
3697,no ID,43.67831,-94.6339
3698,no ID,43.67967,-94.63165
3699,no ID,43.68081,-94.62798
3700,no ID,43.68111,-94.62513
3701,no ID,43.68099,-94.6191
3702,no ID,43.68105,-94.61482
3703,no ID,43.68105,-94.61156
3704,no ID,43.68096,-94.60448
3705,no ID,43.68083,-94.5967
3706,no ID,43.68074,-94.5891
3707,no ID,43.68068,-94.58156
3708,no ID,43.68059,-94.57428
3709,no ID,43.68056,-94.56692
3710,no ID,43.68056,-94.55995
3711,no ID,43.68052,-94.55215
3712,no ID,43.68047,-94.54483
3713,no ID,43.68041,-94.53719
3714,no ID,43.68037,-94.52988
3715,no ID,43.68028,-94.52241
3716,no ID,43.68029,-94.51603
3717,no ID,43.68029,-94.5078
3718,no ID,43.68028,-94.501
3719,no ID,43.67974,-94.49573
3720,no ID,43.67935,-94.49264
3721,no ID,43.67902,-94.48885
3722,no ID,43.67896,-94.48457
3723,no ID,43.67889,-94.47661
3724,no ID,43.67886,-94.47026
3725,no ID,43.67897,-94.4621
3726,no ID,43.67898,-94.45492
3727,no ID,43.67902,-94.4481
3728,no ID,43.67905,-94.44607
3729,no ID,43.67903,-94.44172
3730,no ID,43.67903,-94.44051
3731,no ID,43.67877,-94.43892
3732,no ID,43.67778,-94.43587
3733,no ID,43.67427,-94.42874
3734,no ID,43.67355,-94.42703
3735,no ID,43.67272,-94.42395
3736,no ID,43.6717,-94.41836
3737,no ID,43.67039,-94.41125
3738,no ID,43.67032,-94.40782
3739,no ID,43.67036,-94.40267
3740,no ID,43.67039,-94.39494
3741,no ID,43.67043,-94.38715
3742,no ID,43.67026,-94.38024
3743,no ID,43.67012,-94.37298
3744,no ID,43.67015,-94.36554
3745,no ID,43.67012,-94.35836
3746,no ID,43.67011,-94.35126
3747,no ID,43.67008,-94.3474
3748,no ID,43.66998,-94.34584
3749,no ID,43.66974,-94.34421
3750,no ID,43.66873,-94.34103
3751,no ID,43.66686,-94.33708
3752,no ID,43.66625,-94.33403
3753,no ID,43.66607,-94.33218
3754,no ID,43.66609,-94.32673
3755,no ID,43.66611,-94.31986
3756,no ID,43.66614,-94.31222
3757,no ID,43.66616,-94.30478
3758,no ID,43.66618,-94.2972
3759,no ID,43.66615,-94.28975
3760,no ID,43.66613,-94.28254
3761,no ID,43.66607,-94.27451
3762,no ID,43.66602,-94.26733
3763,no ID,43.666,-94.25993
3764,no ID,43.666,-94.25268
3765,no ID,43.66599,-94.24788
3766,no ID,43.66608,-94.24485
3767,no ID,43.66627,-94.23826
3768,no ID,43.66628,-94.23174
3769,no ID,43.66627,-94.22773
3770,no ID,43.66625,-94.22376
3771,no ID,43.66626,-94.22231
3772,no ID,43.66621,-94.21447
3773,no ID,43.66618,-94.20637
3774,no ID,43.66617,-94.19891
3775,no ID,43.66615,-94.19161
3776,no ID,43.66616,-94.18372
3777,no ID,43.66615,-94.17643
3778,no ID,43.66615,-94.16918
3779,no ID,43.66615,-94.16243
3780,no ID,43.66615,-94.15513
3781,no ID,43.66611,-94.14793
3782,no ID,43.66592,-94.14084
3783,no ID,43.66569,-94.13246
3784,no ID,43.66555,-94.13128
3785,no ID,43.66533,-94.12993
3786,no ID,43.66446,-94.12764
3787,no ID,43.66162,-94.12242
3788,no ID,43.661,-94.12057
3789,no ID,43.66047,-94.11732
3790,no ID,43.65979,-94.11217
3791,no ID,43.65974,-94.10929
3792,no ID,43.6598,-94.10626
3793,no ID,43.65985,-94.10236
3794,no ID,43.65994,-94.09756
3795,no ID,43.65997,-94.09277
3796,no ID,43.66,-94.09059
3797,no ID,43.65994,-94.08778
3798,no ID,43.6597,-94.08585
3799,no ID,43.65936,-94.08441
3800,no ID,43.65844,-94.08169
3801,no ID,43.65581,-94.07461
3802,no ID,43.65304,-94.06704
3803,no ID,43.65234,-94.06426
3804,no ID,43.65192,-94.06175
3805,no ID,43.65181,-94.06009
3806,no ID,43.65173,-94.05478
3807,no ID,43.65167,-94.04755
3808,no ID,43.65159,-94.04003
3809,no ID,43.65153,-94.03254
3810,no ID,43.65149,-94.02525
3811,no ID,43.6515,-94.01781
3812,no ID,43.65152,-94.01201
3813,no ID,43.65154,-94.0044
3814,no ID,43.65155,-93.99732
3815,no ID,43.65157,-93.99001
3816,no ID,43.6516,-93.98278
3817,no ID,43.65163,-93.97561
3818,no ID,43.65162,-93.96804
3819,no ID,43.65164,-93.96358
3820,no ID,43.65163,-93.95596
3821,no ID,43.65167,-93.94803
3822,no ID,43.65195,-93.94361
3823,no ID,43.65232,-93.93662
3824,no ID,43.65231,-93.93224
3825,no ID,43.65233,-93.92764
3826,no ID,43.65231,-93.9233
3827,no ID,43.65229,-93.91568
3828,no ID,43.65231,-93.90791
3829,no ID,43.65231,-93.90109
3830,no ID,43.65226,-93.89361
3831,no ID,43.65225,-93.88609
3832,no ID,43.65223,-93.87867
3833,no ID,43.65221,-93.87138
3834,no ID,43.65219,-93.86355
3835,no ID,43.65214,-93.85634
3836,no ID,43.6521,-93.84809
3837,no ID,43.6521,-93.84508
3838,no ID,43.65206,-93.8375
3839,no ID,43.65203,-93.83133
3840,no ID,43.65197,-93.82961
3841,no ID,43.65161,-93.82494
3842,no ID,43.65106,-93.81782
3843,no ID,43.65059,-93.81195
3844,no ID,43.65028,-93.80791
3845,no ID,43.64999,-93.80389
3846,no ID,43.64961,-93.79892
3847,no ID,43.64909,-93.79152
3848,no ID,43.64904,-93.7858
3849,no ID,43.64898,-93.77812
3850,no ID,43.64903,-93.77428
3851,no ID,43.64926,-93.77081
3852,no ID,43.6501,-93.76429
3853,no ID,43.65113,-93.7569
3854,no ID,43.65209,-93.75036
3855,no ID,43.65311,-93.74544
3856,no ID,43.6551,-93.73827
3857,no ID,43.65659,-93.73294
3858,no ID,43.65787,-93.72835
3859,no ID,43.65904,-93.72401
3860,no ID,43.65925,-93.72216
3861,no ID,43.65936,-93.72065
3862,no ID,43.65939,-93.71664
3863,no ID,43.65939,-93.70911
3864,no ID,43.65939,-93.70127
3865,no ID,43.6594,-93.69334
3866,no ID,43.6594,-93.68612
3867,no ID,43.6595,-93.67863
3868,no ID,43.65999,-93.67505
3869,no ID,43.66063,-93.67247
3870,no ID,43.66293,-93.66608
3871,no ID,43.66431,-93.66231
3872,no ID,43.66494,-93.66019
3873,no ID,43.66563,-93.65586
3874,no ID,43.6657,-93.65366
3875,no ID,43.66571,-93.64951
3876,no ID,43.66568,-93.64817
3877,no ID,43.66562,-93.644
3878,no ID,43.6655,-93.63625
3879,no ID,43.66536,-93.62826
3880,no ID,43.66524,-93.62131
3881,no ID,43.66514,-93.61404
3882,no ID,43.66565,-93.60655
3883,no ID,43.66614,-93.59909
3884,no ID,43.66616,-93.5883
3885,no ID,43.66611,-93.58179
3886,no ID,43.6661,-93.57748
3887,no ID,43.66594,-93.57519
3888,no ID,43.66565,-93.5729
3889,no ID,43.66554,-93.57219
3890,no ID,43.66529,-93.56977
3891,no ID,43.66524,-93.56183
3892,no ID,43.66521,-93.55425
3893,no ID,43.66517,-93.54768
3894,no ID,43.66522,-93.5463
3895,no ID,43.66584,-93.54067
3896,no ID,43.66589,-93.54002
3897,no ID,43.66586,-93.53467
3898,no ID,43.66584,-93.52689
3899,no ID,43.66596,-93.51997
3900,no ID,43.66604,-93.51876
3901,no ID,43.66631,-93.51705
3902,no ID,43.66659,-93.51608
3903,no ID,43.66708,-93.51471
3904,no ID,43.66756,-93.51373
3905,no ID,43.66864,-93.51213
3906,no ID,43.67176,-93.50855
3907,no ID,43.67272,-93.50722
3908,no ID,43.67334,-93.50623
3909,no ID,43.67392,-93.50517
3910,no ID,43.67451,-93.504
3911,no ID,43.67525,-93.50214
3912,no ID,43.67559,-93.5011
3913,no ID,43.67587,-93.50002
3914,no ID,43.67614,-93.49879
3915,no ID,43.67638,-93.49738
3916,no ID,43.67646,-93.49676
3917,no ID,43.67681,-93.4934
3918,no ID,43.67741,-93.48754
3919,no ID,43.67768,-93.48574
3920,no ID,43.67784,-93.48508
3921,no ID,43.67927,-93.48021
3922,no ID,43.67948,-93.4793
3923,no ID,43.67964,-93.4785
3924,no ID,43.67975,-93.47772
3925,no ID,43.67982,-93.47712
3926,no ID,43.67989,-93.47596
3927,no ID,43.67989,-93.46865
3928,no ID,43.67987,-93.46227
3929,no ID,43.67987,-93.45498
3930,no ID,43.67985,-93.44727
3931,no ID,43.67987,-93.43554
3932,no ID,43.67992,-93.43486
3933,no ID,43.67997,-93.43424
3934,no ID,43.68019,-93.43287
3935,no ID,43.68044,-93.43157
3936,no ID,43.68081,-93.43033
3937,no ID,43.68132,-93.42899
3938,no ID,43.68175,-93.4281
3939,no ID,43.68221,-93.42724
3940,no ID,43.68307,-93.42592
3941,no ID,43.6839,-93.42464
3942,no ID,43.68427,-93.42413
3943,no ID,43.68579,-93.42164
3944,no ID,43.68625,-93.42097
3945,no ID,43.68782,-93.4185
3946,no ID,43.68911,-93.41653
3947,no ID,43.68964,-93.41555
3948,no ID,43.69001,-93.41477
3949,no ID,43.69035,-93.41396
3950,no ID,43.69047,-93.41356
3951,no ID,43.69098,-93.41194
3952,no ID,43.69119,-93.41102
3953,no ID,43.69137,-93.41001
3954,no ID,43.69152,-93.40868
3955,no ID,43.69157,-93.40743
3956,no ID,43.69157,-93.40498
3957,no ID,43.69153,-93.39697
3958,no ID,43.69149,-93.38886
3959,no ID,43.69109,-93.38402
3960,no ID,43.69041,-93.37624
3961,no ID,43.68998,-93.37131
3962,no ID,43.68982,-93.36979
3963,no ID,43.68958,-93.3682
3964,no ID,43.68855,-93.36306
3965,no ID,43.68774,-93.35897
3966,no ID,43.68693,-93.35489
3967,no ID,43.68658,-93.35323
3968,no ID,43.68556,-93.34799
3969,no ID,43.68523,-93.3465
3970,no ID,43.68496,-93.34465
3971,no ID,43.68481,-93.34319
3972,no ID,43.68471,-93.34127
3973,no ID,43.68469,-93.33543
3974,no ID,43.68468,-93.32899
3975,no ID,43.68469,-93.32756
3976,no ID,43.68469,-93.32682
3977,no ID,43.68458,-93.32551
3978,no ID,43.68433,-93.32384
3979,no ID,43.6839,-93.32182
3980,no ID,43.68373,-93.32109
3981,no ID,43.68348,-93.32
3982,no ID,43.68276,-93.31676
3983,no ID,43.68253,-93.31589
3984,no ID,43.68208,-93.31377
3985,no ID,43.68177,-93.31246
3986,no ID,43.68161,-93.31167
3987,no ID,43.68068,-93.30737
3988,no ID,43.6795,-93.30219
3989,no ID,43.67928,-93.30132
3990,no ID,43.67905,-93.30058
3991,no ID,43.67857,-93.29929
3992,no ID,43.67576,-93.29372
3993,no ID,43.67332,-93.28901
3994,no ID,43.67216,-93.28666
3995,no ID,43.67044,-93.28333
3996,no ID,43.66819,-93.27889
3997,no ID,43.66686,-93.27626
3998,no ID,43.66644,-93.27533
3999,no ID,43.66576,-93.27327
4000,no ID,43.66553,-93.27216
4001,no ID,43.66534,-93.27097
4002,no ID,43.66517,-93.26915
4003,no ID,43.66533,-93.25297
4004,no ID,43.66534,-93.25014
4005,no ID,43.66533,-93.24884
4006,no ID,43.66526,-93.24413
4007,no ID,43.66523,-93.23872
4008,no ID,43.66529,-93.23065
4009,no ID,43.6655,-93.21036
4010,no ID,43.66546,-93.20929
4011,no ID,43.66531,-93.20795
4012,no ID,43.66506,-93.20671
4013,no ID,43.66468,-93.20524
4014,no ID,43.66425,-93.20401
4015,no ID,43.66372,-93.2028
4016,no ID,43.66135,-93.19807
4017,no ID,43.66069,-93.19679
4018,no ID,43.66015,-93.19541
4019,no ID,43.65989,-93.19438
4020,no ID,43.65971,-93.19321
4021,no ID,43.65964,-93.19152
4022,no ID,43.6597,-93.18544
4023,no ID,43.65977,-93.17545
4024,no ID,43.65978,-93.16908
4025,no ID,43.65963,-93.14921
4026,no ID,43.65963,-93.13401
4027,no ID,43.6596,-93.11946
4028,no ID,43.65954,-93.1093
4029,no ID,43.6588,-93.09273
4030,no ID,43.65875,-93.09067
4031,no ID,43.65874,-93.08918
4032,no ID,43.65875,-93.08707
4033,no ID,43.65933,-93.07824
4034,no ID,43.65972,-93.07275
4035,no ID,43.65982,-93.07099
4036,no ID,43.65987,-93.06966
4037,no ID,43.65988,-93.06792
4038,no ID,43.65986,-93.06605
4039,no ID,43.65974,-93.06257
4040,no ID,43.65966,-93.05893
4041,no ID,43.65967,-93.04942
4042,no ID,43.65963,-93.03249
4043,no ID,43.65973,-93.03061
4044,no ID,43.66036,-93.02872
4045,no ID,43.66097,-93.02721
4046,no ID,43.66345,-93.02367
4047,no ID,43.66505,-93.02178
4048,no ID,43.66671,-93.01984
4049,no ID,43.66851,-93.01776
4050,no ID,43.67518,-93.00832
4051,no ID,43.67863,-93.00322
4052,no ID,43.67938,-93.00186
4053,no ID,43.68003,-93.00028
4054,no ID,43.68044,-92.99867
4055,no ID,43.68062,-92.99757
4056,no ID,43.68068,-92.99344
4057,no ID,43.68075,-92.98931
4058,no ID,43.68078,-92.9848
4059,no ID,43.68068,-92.98246
4060,no ID,43.68066,-92.9811
4061,no ID,43.68055,-92.97973
4062,no ID,43.68051,-92.97945
4063,no ID,43.68053,-92.97688
4064,no ID,43.68059,-92.97366
4065,no ID,43.68066,-92.97101
4066,no ID,43.68073,-92.96727
4067,no ID,43.6807,-92.96621
4068,no ID,43.68046,-92.96488
4069,no ID,43.68035,-92.9645
4070,no ID,43.6801,-92.96353
4071,no ID,43.67939,-92.96211
4072,no ID,43.6771,-92.95856
4073,no ID,43.67623,-92.9572
4074,no ID,43.67582,-92.95646
4075,no ID,43.67558,-92.95606
4076,no ID,43.67516,-92.95492
4077,no ID,43.67481,-92.95362
4078,no ID,43.67476,-92.95326
4079,no ID,43.67464,-92.95273
4080,no ID,43.67453,-92.95131
4081,no ID,43.67438,-92.94791
4082,no ID,43.67427,-92.94697
4083,no ID,43.67425,-92.9458
4084,no ID,43.67419,-92.94534
4085,no ID,43.67413,-92.94383
4086,no ID,43.67406,-92.94208
4087,no ID,43.67394,-92.93945
4088,no ID,43.67388,-92.93665
4089,no ID,43.6739,-92.93301
4090,no ID,43.67387,-92.93001
4091,no ID,43.67386,-92.92945
4092,no ID,43.67379,-92.92876
4093,no ID,43.67355,-92.92709
4094,no ID,43.672,-92.91878
4095,no ID,43.67177,-92.91739
4096,no ID,43.67167,-92.91666
4097,no ID,43.67147,-92.91434
4098,no ID,43.6714,-92.89986
4099,no ID,43.67141,-92.8959
4100,no ID,43.67143,-92.88067
4101,no ID,43.67142,-92.87593
4102,no ID,43.67139,-92.87283
4103,no ID,43.6714,-92.86923
4104,no ID,43.6714,-92.86803
4105,no ID,43.67136,-92.86613
4106,no ID,43.67141,-92.86565
4107,no ID,43.67141,-92.8642
4108,no ID,43.67175,-92.86013
4109,no ID,43.67325,-92.84969
4110,no ID,43.67355,-92.84606
4111,no ID,43.67365,-92.84444
4112,no ID,43.67365,-92.83317
4113,no ID,43.67367,-92.82927
4114,no ID,43.67371,-92.80913
4115,no ID,43.67365,-92.80214
4116,no ID,43.67357,-92.79773
4117,no ID,43.67353,-92.7941
4118,no ID,43.67352,-92.79098
4119,no ID,43.67353,-92.78786
4120,no ID,43.67344,-92.77618
4121,no ID,43.67353,-92.77287
4122,no ID,43.6737,-92.77037
4123,no ID,43.67396,-92.76742
4124,no ID,43.67425,-92.76427
4125,no ID,43.67444,-92.76189
4126,no ID,43.67456,-92.75808
4127,no ID,43.67455,-92.75429
4128,no ID,43.6747,-92.75266
4129,no ID,43.67501,-92.75102
4130,no ID,43.67542,-92.7494
4131,no ID,43.67566,-92.74869
4132,no ID,43.67635,-92.74702
4133,no ID,43.67679,-92.74619
4134,no ID,43.67757,-92.74501
4135,no ID,43.67846,-92.74391
4136,no ID,43.68214,-92.73949
4137,no ID,43.68821,-92.73217
4138,no ID,43.69482,-92.72408
4139,no ID,43.69575,-92.7228
4140,no ID,43.70837,-92.70347
4141,no ID,43.71039,-92.70042
4142,no ID,43.71226,-92.69751
4143,no ID,43.71757,-92.68933
4144,no ID,43.71847,-92.68801
4145,no ID,43.71955,-92.68666
4146,no ID,43.72117,-92.68495
4147,no ID,43.72228,-92.68393
4148,no ID,43.72354,-92.68299
4149,no ID,43.73168,-92.67788
4150,no ID,43.73281,-92.67718
4151,no ID,43.73512,-92.67548
4152,no ID,43.73692,-92.6737
4153,no ID,43.73807,-92.67233
4154,no ID,43.74808,-92.65846
4155,no ID,43.7537,-92.65062
4156,no ID,43.75545,-92.64826
4157,no ID,43.75712,-92.64621
4158,no ID,43.75902,-92.64399
4159,no ID,43.76094,-92.64183
4160,no ID,43.76456,-92.63766
4161,no ID,43.77555,-92.62515
4162,no ID,43.77879,-92.6214
4163,no ID,43.78254,-92.61703
4164,no ID,43.78493,-92.61394
4165,no ID,43.78811,-92.60976
4166,no ID,43.79081,-92.60635
4167,no ID,43.79333,-92.60307
4168,no ID,43.79549,-92.60032
4169,no ID,43.80063,-92.59369
4170,no ID,43.80483,-92.58836
4171,no ID,43.80689,-92.58597
4172,no ID,43.80798,-92.58485
4173,no ID,43.81142,-92.58129
4174,no ID,43.81594,-92.57664
4175,no ID,43.81741,-92.57513
4176,no ID,43.81847,-92.57389
4177,no ID,43.82523,-92.56474
4178,no ID,43.82839,-92.56043
4179,no ID,43.83199,-92.55559
4180,no ID,43.83422,-92.55254
4181,no ID,43.83606,-92.55001
4182,no ID,43.83764,-92.54813
4183,no ID,43.83934,-92.5464
4184,no ID,43.84134,-92.54446
4185,no ID,43.84297,-92.54286
4186,no ID,43.84383,-92.54192
4187,no ID,43.84832,-92.53745
4188,no ID,43.85825,-92.52752
4189,no ID,43.8628,-92.52272
4190,no ID,43.8674,-92.51777
4191,no ID,43.87516,-92.50944
4192,no ID,43.87712,-92.50737
4193,no ID,43.87849,-92.50582
4194,no ID,43.87955,-92.50429
4195,no ID,43.88025,-92.50297
4196,no ID,43.88077,-92.50167
4197,no ID,43.88281,-92.49537
4198,no ID,43.88332,-92.49367
4199,no ID,43.88376,-92.49219
4200,no ID,43.88488,-92.48869
4201,no ID,43.88507,-92.4881
4202,no ID,43.88674,-92.48274
4203,no ID,43.88903,-92.47538
4204,no ID,43.88969,-92.47388
4205,no ID,43.89088,-92.4719
4206,no ID,43.89408,-92.46774
4207,no ID,43.90035,-92.45959
4208,no ID,43.90463,-92.45407
4209,no ID,43.90508,-92.45342
4210,no ID,43.90574,-92.45234
4211,no ID,43.90631,-92.45119
4212,no ID,43.90679,-92.45007
4213,no ID,43.91044,-92.43854
4214,no ID,43.91199,-92.43357
4215,no ID,43.91272,-92.43164
4216,no ID,43.91388,-92.42941
4217,no ID,43.91812,-92.4214
4218,no ID,43.91864,-92.42027
4219,no ID,43.91902,-92.41924
4220,no ID,43.91927,-92.4184
4221,no ID,43.91969,-92.41677
4222,no ID,43.91988,-92.41548
4223,no ID,43.92024,-92.41093
4224,no ID,43.92043,-92.40962
4225,no ID,43.92055,-92.40894
4226,no ID,43.92064,-92.40857
4227,no ID,43.92077,-92.40807
4228,no ID,43.92125,-92.40675
4229,no ID,43.92187,-92.40546
4230,no ID,43.92252,-92.40448
4231,no ID,43.92303,-92.4038
4232,no ID,43.92368,-92.40304
4233,no ID,43.92545,-92.40085
4234,no ID,43.92669,-92.39924
4235,no ID,43.92728,-92.39829
4236,no ID,43.92777,-92.39732
4237,no ID,43.92836,-92.39574
4238,no ID,43.92873,-92.39439
4239,no ID,43.92903,-92.39236
4240,no ID,43.92911,-92.39094
4241,no ID,43.92927,-92.38715
4242,no ID,43.92942,-92.38238
4243,no ID,43.92949,-92.38106
4244,no ID,43.92962,-92.38005
4245,no ID,43.92992,-92.37873
4246,no ID,43.93048,-92.37736
4247,no ID,43.93086,-92.37663
4248,no ID,43.93137,-92.3759
4249,no ID,43.93216,-92.37506
4250,no ID,43.93289,-92.37448
4251,no ID,43.9363,-92.37277
4252,no ID,43.93864,-92.37157
4253,no ID,43.94346,-92.36919
4254,no ID,43.94494,-92.3684
4255,no ID,43.94643,-92.36719
4256,no ID,43.94743,-92.36607
4257,no ID,43.948,-92.36526
4258,no ID,43.94891,-92.3638
4259,no ID,43.9496,-92.36224
4260,no ID,43.94988,-92.36153
4261,no ID,43.95013,-92.36069
4262,no ID,43.95086,-92.35804
4263,no ID,43.95108,-92.35725
4264,no ID,43.95194,-92.35417
4265,no ID,43.9526,-92.3518
4266,no ID,43.95287,-92.35093
4267,no ID,43.95462,-92.34473
4268,no ID,43.95504,-92.34288
4269,no ID,43.95536,-92.34113
4270,no ID,43.9555,-92.3401
4271,no ID,43.9556,-92.33902
4272,no ID,43.95565,-92.33779
4273,no ID,43.95564,-92.32287
4274,no ID,43.95548,-92.29906
4275,no ID,43.95541,-92.27832
4276,no ID,43.95532,-92.26118
4277,no ID,43.95528,-92.25314
4278,no ID,43.95531,-92.24316
4279,no ID,43.95531,-92.23893
4280,no ID,43.9553,-92.2347
4281,no ID,43.95526,-92.21843
4282,no ID,43.95526,-92.20747
4283,no ID,43.95522,-92.19872
4284,no ID,43.95537,-92.18756
4285,no ID,43.95525,-92.17909
4286,no ID,43.95522,-92.17621
4287,no ID,43.95484,-92.15863
4288,no ID,43.95488,-92.15057
4289,no ID,43.95484,-92.1441
4290,no ID,43.95484,-92.13902
4291,no ID,43.95486,-92.13569
4292,no ID,43.95485,-92.1123
4293,no ID,43.95484,-92.10394
4294,no ID,43.95478,-92.09575
4295,no ID,43.95473,-92.0933
4296,no ID,43.95457,-92.09174
4297,no ID,43.95435,-92.09025
4298,no ID,43.95415,-92.0892
4299,no ID,43.95388,-92.088
4300,no ID,43.95279,-92.08429
4301,no ID,43.95245,-92.08282
4302,no ID,43.95221,-92.08106
4303,no ID,43.95208,-92.07961
4304,no ID,43.95204,-92.0774
4305,no ID,43.95216,-92.06956
4306,no ID,43.95218,-92.06899
4307,no ID,43.95227,-92.06541
4308,no ID,43.95231,-92.06431
4309,no ID,43.95236,-92.06166
4310,no ID,43.95238,-92.05706
4311,no ID,43.9523,-92.05521
4312,no ID,43.95223,-92.05451
4313,no ID,43.95193,-92.05254
4314,no ID,43.95176,-92.05175
4315,no ID,43.95147,-92.05044
4316,no ID,43.95127,-92.04967
4317,no ID,43.95095,-92.04867
4318,no ID,43.95052,-92.04745
4319,no ID,43.95011,-92.04649
4320,no ID,43.94964,-92.04547
4321,no ID,43.94923,-92.04472
4322,no ID,43.94861,-92.04366
4323,no ID,43.94791,-92.04257
4324,no ID,43.94654,-92.04069
4325,no ID,43.9457,-92.03938
4326,no ID,43.94498,-92.03803
4327,no ID,43.94426,-92.03657
4328,no ID,43.94368,-92.03526
4329,no ID,43.94324,-92.03421
4330,no ID,43.94261,-92.03238
4331,no ID,43.94209,-92.03046
4332,no ID,43.94023,-92.02264
4333,no ID,43.93952,-92.02013
4334,no ID,43.93923,-92.01936
4335,no ID,43.93892,-92.01835
4336,no ID,43.93848,-92.01728
4337,no ID,43.93644,-92.01296
4338,no ID,43.93601,-92.01197
4339,no ID,43.93565,-92.0108
4340,no ID,43.93541,-92.00957
4341,no ID,43.93524,-92.00845
4342,no ID,43.93497,-92.00431
4343,no ID,43.93422,-91.99263
4344,no ID,43.93429,-91.99081
4345,no ID,43.93465,-91.98901
4346,no ID,43.93732,-91.97955
4347,no ID,43.93763,-91.97832
4348,no ID,43.93782,-91.97728
4349,no ID,43.93792,-91.97579
4350,no ID,43.93788,-91.9741
4351,no ID,43.9376,-91.97227
4352,no ID,43.93713,-91.9706
4353,no ID,43.93295,-91.95891
4354,no ID,43.93272,-91.95825
4355,no ID,43.93195,-91.95588
4356,no ID,43.93157,-91.95441
4357,no ID,43.93119,-91.95266
4358,no ID,43.93097,-91.95083
4359,no ID,43.93084,-91.94859
4360,no ID,43.93083,-91.94694
4361,no ID,43.93093,-91.94555
4362,no ID,43.93111,-91.9439
4363,no ID,43.93293,-91.93162
4364,no ID,43.93313,-91.92969
4365,no ID,43.93308,-91.89954
4366,no ID,43.93304,-91.88715
4367,no ID,43.93303,-91.8859
4368,no ID,43.93289,-91.88379
4369,no ID,43.93269,-91.88206
4370,no ID,43.9324,-91.88026
4371,no ID,43.93224,-91.87931
4372,no ID,43.93155,-91.87551
4373,no ID,43.93066,-91.87051
4374,no ID,43.93062,-91.86874
4375,no ID,43.9308,-91.86702
4376,no ID,43.93141,-91.86504
4377,no ID,43.93235,-91.8623
4378,no ID,43.93257,-91.8614
4379,no ID,43.93286,-91.85995
4380,no ID,43.93384,-91.85066
4381,no ID,43.93401,-91.84888
4382,no ID,43.93406,-91.84726
4383,no ID,43.93402,-91.83933
4384,no ID,43.93396,-91.8253
4385,no ID,43.93392,-91.81561
4386,no ID,43.93403,-91.81301
4387,no ID,43.93435,-91.81063
4388,no ID,43.93442,-91.81009
4389,no ID,43.93646,-91.79548
4390,no ID,43.93758,-91.78751
4391,no ID,43.93971,-91.7724
4392,no ID,43.93985,-91.77008
4393,no ID,43.93991,-91.76105
4394,no ID,43.94003,-91.75921
4395,no ID,43.94069,-91.75498
4396,no ID,43.9408,-91.7532
4397,no ID,43.94065,-91.74482
4398,no ID,43.94056,-91.74013
4399,no ID,43.94054,-91.73888
4400,no ID,43.94058,-91.73714
4401,no ID,43.94067,-91.73614
4402,no ID,43.94077,-91.73502
4403,no ID,43.94116,-91.73319
4404,no ID,43.94418,-91.72146
4405,no ID,43.94571,-91.7155
4406,no ID,43.94653,-91.71243
4407,no ID,43.94736,-91.71003
4408,no ID,43.94797,-91.70834
4409,no ID,43.94865,-91.7067
4410,no ID,43.95312,-91.69705
4411,no ID,43.95543,-91.69198
4412,no ID,43.95578,-91.6909
4413,no ID,43.95617,-91.68921
4414,no ID,43.95637,-91.688
4415,no ID,43.95652,-91.6867
4416,no ID,43.95653,-91.68596
4417,no ID,43.95659,-91.68274
4418,no ID,43.95658,-91.68148
4419,no ID,43.9566,-91.66559
4420,no ID,43.95661,-91.66156
4421,no ID,43.95646,-91.66009
4422,no ID,43.95621,-91.65887
4423,no ID,43.95591,-91.65784
4424,no ID,43.95558,-91.65689
4425,no ID,43.95523,-91.65608
4426,no ID,43.95167,-91.65026
4427,no ID,43.94878,-91.64557
4428,no ID,43.94514,-91.63966
4429,no ID,43.94209,-91.63469
4430,no ID,43.94017,-91.6318
4431,no ID,43.93907,-91.63035
4432,no ID,43.9372,-91.628
4433,no ID,43.93557,-91.62606
4434,no ID,43.93101,-91.62058
4435,no ID,43.92904,-91.61823
4436,no ID,43.92587,-91.61447
4437,no ID,43.92459,-91.61301
4438,no ID,43.92327,-91.61179
4439,no ID,43.91994,-91.60903
