 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
S17,Volume,9/14/2018,6620,413.75,6064,379
S17,Volume,9/17/2018,6362,397.625,6375,398.4375
S17,Volume,9/18/2018,6926,432.875,6390,399.375
S17,Volume,9/19/2018,6844,427.75,6405,400.3125
S17,Volume,9/20/2018,6022,376.375,6026,376.625
S17,Volume,9/21/2018,0,0,5895,368.4375
S17,Volume,9/24/2018,6826,426.625,0,0
S17,Volume,9/25/2018,6814,425.875,6775,423.4375
S17,Volume,9/26/2018,6527,407.9375,6617,413.5625
S17,Volume,9/27/2018,7121,445.0625,6628,414.25
S17,Volume,9/28/2018,6311,394.4375,6254,390.875
S17,Volume,10/1/2018,6798,424.875,6548,409.25
S17,Volume,10/2/2018,6904,431.5,6702,418.875
S17,Volume,10/3/2018,4446,277.875,5245,327.8125
S17,Volume,10/4/2018,6842,427.625,6043,377.6875
S17,Volume,10/5/2018,6533,408.3125,5762,360.125
S1718,Volume,8/1/2017,0,NaN,0,NaN
S1718,Volume,8/2/2017,0,NaN,0,NaN
S1718,Volume,8/3/2017,0,NaN,0,NaN
S1718,Volume,8/4/2017,0,NaN,0,NaN
S1718,Volume,8/7/2017,0,NaN,0,NaN
S1718,Volume,8/8/2017,0,NaN,0,NaN
S1718,Volume,8/9/2017,0,NaN,0,NaN
S1718,Volume,8/10/2017,0,NaN,0,NaN
S1718,Volume,8/11/2017,0,NaN,0,NaN
S1718,Volume,8/14/2017,0,NaN,0,NaN
S1718,Volume,8/15/2017,0,NaN,0,NaN
S1718,Volume,8/16/2017,0,NaN,0,NaN
S1718,Volume,8/17/2017,0,NaN,0,NaN
S1718,Volume,8/18/2017,0,NaN,0,NaN
S1718,Volume,8/21/2017,0,NaN,0,NaN
S1718,Volume,8/22/2017,0,NaN,0,NaN
S1718,Volume,8/23/2017,0,NaN,0,NaN
S1718,Volume,8/24/2017,0,NaN,0,NaN
S1718,Volume,8/25/2017,0,NaN,0,NaN
S1718,Volume,8/28/2017,0,NaN,0,NaN
S1718,Volume,8/29/2017,0,NaN,0,NaN
S1718,Volume,8/30/2017,0,NaN,0,NaN
S1718,Volume,8/31/2017,0,NaN,0,NaN
S1718,Volume,9/1/2017,0,NaN,0,NaN
S1718,Volume,9/4/2017,0,NaN,0,NaN
S1718,Volume,9/5/2017,0,NaN,0,NaN
S1718,Volume,9/6/2017,0,NaN,0,NaN
S1718,Volume,9/7/2017,0,NaN,0,NaN
S1718,Volume,9/8/2017,0,NaN,0,NaN
S1718,Volume,9/11/2017,0,NaN,0,NaN
S1718,Volume,9/12/2017,0,NaN,0,NaN
S1718,Volume,9/13/2017,0,NaN,0,NaN
S1718,Volume,9/14/2017,0,NaN,0,NaN
S1718,Volume,9/15/2017,0,NaN,0,NaN
S1718,Volume,9/18/2017,0,NaN,0,NaN
S1718,Volume,9/19/2017,0,NaN,0,NaN
S1718,Volume,9/20/2017,0,NaN,0,NaN
S1718,Volume,9/21/2017,0,NaN,0,NaN
S1718,Volume,9/22/2017,0,NaN,0,NaN
S1718,Volume,9/25/2017,0,NaN,0,NaN
S1718,Volume,9/26/2017,0,NaN,0,NaN
S1718,Volume,9/27/2017,0,NaN,0,NaN
S1718,Volume,9/28/2017,0,NaN,0,NaN
S1718,Volume,9/29/2017,0,NaN,0,NaN
S1718,Volume,8/1/2018,0,NaN,0,NaN
S1718,Volume,8/2/2018,0,NaN,0,NaN
S1718,Volume,8/3/2018,0,NaN,0,NaN
S1718,Volume,8/6/2018,0,NaN,0,NaN
S1718,Volume,8/7/2018,0,NaN,0,NaN
S1718,Volume,8/8/2018,0,NaN,0,NaN
S1718,Volume,8/9/2018,0,NaN,0,NaN
S1718,Volume,8/10/2018,0,NaN,0,NaN
S1718,Volume,8/13/2018,0,NaN,0,NaN
S1718,Volume,8/14/2018,0,NaN,0,NaN
S1718,Volume,8/15/2018,0,NaN,0,NaN
S1718,Volume,8/16/2018,0,NaN,0,NaN
S1718,Volume,8/17/2018,0,NaN,0,NaN
S1718,Volume,8/20/2018,0,NaN,0,NaN
S1718,Volume,8/21/2018,0,NaN,0,NaN
S1718,Volume,8/22/2018,0,NaN,0,NaN
S1718,Volume,8/23/2018,0,NaN,0,NaN
S1718,Volume,8/24/2018,0,NaN,0,NaN
S1718,Volume,8/27/2018,0,NaN,0,NaN
S1718,Volume,8/28/2018,0,NaN,0,NaN
S1718,Volume,8/29/2018,0,NaN,0,NaN
S1718,Volume,8/30/2018,0,NaN,0,NaN
S1718,Volume,8/31/2018,0,NaN,0,NaN
S1718,Volume,9/3/2018,0,NaN,0,NaN
S1718,Volume,9/4/2018,0,NaN,0,NaN
S1718,Volume,9/5/2018,0,NaN,0,NaN
S1718,Volume,9/6/2018,0,NaN,0,NaN
S1718,Volume,9/7/2018,0,NaN,0,NaN
S1718,Volume,9/10/2018,0,NaN,0,NaN
S1718,Volume,9/11/2018,0,NaN,0,NaN
S1718,Volume,9/12/2018,0,NaN,0,NaN
S1718,Volume,9/13/2018,0,NaN,0,NaN
S1718,Volume,9/14/2018,0,NaN,0,NaN
S1718,Volume,9/17/2018,0,NaN,0,NaN
S1718,Volume,9/18/2018,0,NaN,0,NaN
S1718,Volume,9/19/2018,0,NaN,0,NaN
S1718,Volume,9/20/2018,0,NaN,0,NaN
S1718,Volume,9/21/2018,0,NaN,0,NaN
S1718,Volume,9/24/2018,0,NaN,0,NaN
S1718,Volume,9/25/2018,0,NaN,0,NaN
S1718,Volume,9/26/2018,0,NaN,0,NaN
S1718,Volume,9/27/2018,0,NaN,0,NaN
S1718,Volume,9/28/2018,0,NaN,0,NaN
S1718,Volume,10/1/2018,0,NaN,0,NaN
S1718,Volume,10/2/2018,0,NaN,0,NaN
S1718,Volume,10/3/2018,0,NaN,0,NaN
S1718,Volume,10/4/2018,,,,
