 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
2821,Volume,8/17/2018,745,46.5625,879,54.9375
2821,Volume,8/20/2018,802,50.125,898,56.125
2821,Volume,8/21/2018,772,48.25,899,56.1875
2821,Volume,8/22/2018,839,52.4375,908,56.75
2821,Volume,8/23/2018,857,53.5625,872,54.5
2821,Volume,8/24/2018,831,51.9375,953,59.5625
2821,Volume,8/27/2018,800,50,887,55.4375
2821,Volume,8/28/2018,887,55.4375,766,47.875
2821,Volume,8/29/2018,949,59.3125,869,54.3125
2821,Volume,8/30/2018,847,52.9375,863,53.9375
2821,Volume,8/31/2018,805,50.3125,941,58.8125
2821,Volume,9/3/2018,574,35.875,162,10.125
2821,Volume,9/4/2018,772,48.25,831,51.9375
2821,Volume,9/5/2018,861,53.8125,837,52.3125
2821,Volume,9/6/2018,812,50.75,851,53.1875
2821,Volume,9/7/2018,833,52.0625,898,56.125
2821,Volume,9/10/2018,878,54.875,843,52.6875
2821,Volume,9/11/2018,871,54.4375,886,55.375
2821,Volume,9/12/2018,894,55.875,916,57.25
2821,Volume,9/13/2018,961,60.0625,903,56.4375
2821,Volume,9/14/2018,853,53.3125,981,61.3125
2821,Volume,9/17/2018,835,52.1875,918,57.375
2821,Volume,9/18/2018,868,54.25,920,57.5
2821,Volume,9/19/2018,843,52.6875,941,58.8125
2821,Volume,9/20/2018,777,48.5625,916,57.25
2821,Volume,9/21/2018,792,49.5,922,57.625
2821,Volume,9/24/2018,871,54.4375,843,52.6875
2821,Volume,9/25/2018,922,57.625,850,53.125
2821,Volume,9/26/2018,879,54.9375,895,55.9375
2821,Volume,9/27/2018,919,57.4375,889,55.5625
2821,Volume,9/28/2018,889,55.5625,899,56.1875
2821,Volume,10/1/2018,919,57.4375,906,56.625
2821,Volume,10/2/2018,868,54.25,878,54.875
2821,Volume,10/3/2018,872,54.5,809,50.5625
2821,Volume,10/4/2018,902,56.375,892,55.75
2821,Volume,10/5/2018,846,52.875,909,56.8125
2825,Volume,8/1/2017,822,51.375,961,60.0625
2825,Volume,8/2/2017,911,56.9375,899,56.1875
2825,Volume,8/3/2017,830,51.875,850,53.125
2825,Volume,8/4/2017,836,52.25,719,44.9375
2825,Volume,8/7/2017,808,50.5,852,53.25
2825,Volume,8/8/2017,1058,66.125,903,56.4375
2825,Volume,8/9/2017,815,50.9375,917,57.3125
2825,Volume,8/10/2017,806,50.375,837,52.3125
2825,Volume,8/11/2017,846,52.875,705,44.0625
2825,Volume,8/14/2017,860,53.75,810,50.625
2825,Volume,8/15/2017,977,61.0625,917,57.3125
2825,Volume,8/16/2017,894,55.875,964,60.25
2825,Volume,8/17/2017,882,55.125,883,55.1875
2825,Volume,8/18/2017,957,59.8125,741,46.3125
2825,Volume,8/21/2017,896,56,791,49.4375
2825,Volume,8/22/2017,900,56.25,945,59.0625
2825,Volume,8/23/2017,942,58.875,921,57.5625
2825,Volume,8/24/2017,1037,64.8125,1144,71.5
2825,Volume,8/25/2017,911,56.9375,873,54.5625
2825,Volume,8/28/2017,865,54.0625,913,57.0625
2825,Volume,8/29/2017,1134,70.875,955,59.6875
2825,Volume,8/30/2017,1058,66.125,848,53
2825,Volume,8/31/2017,1067,66.6875,910,56.875
2825,Volume,9/1/2017,887,55.4375,672,42
2825,Volume,9/4/2017,413,25.8125,148,9.25
2825,Volume,9/5/2017,882,55.125,1095,68.4375
2825,Volume,9/6/2017,878,54.875,988,61.75
2825,Volume,9/7/2017,894,55.875,994,62.125
2825,Volume,9/8/2017,1044,65.25,913,57.0625
2825,Volume,9/11/2017,850,53.125,977,61.0625
2825,Volume,9/12/2017,966,60.375,1057,66.0625
2825,Volume,9/13/2017,897,56.0625,1086,67.875
2825,Volume,9/14/2017,928,58,1038,64.875
2825,Volume,9/15/2017,914,57.125,883,55.1875
2825,Volume,9/18/2017,823,51.4375,875,54.6875
2825,Volume,9/19/2017,940,58.75,956,59.75
2825,Volume,9/20/2017,970,60.625,933,58.3125
2825,Volume,9/21/2017,1029,64.3125,918,57.375
2825,Volume,9/22/2017,886,55.375,839,52.4375
2825,Volume,9/25/2017,824,51.5,1266,79.125
2825,Volume,9/26/2017,898,56.125,990,61.875
2825,Volume,9/27/2017,945,59.0625,982,61.375
2825,Volume,9/28/2017,933,58.3125,976,61
2825,Volume,9/29/2017,939,58.6875,777,48.5625
2825,Volume,8/1/2018,807,50.4375,748,46.75
2825,Volume,8/2/2018,845,52.8125,693,43.3125
2825,Volume,8/3/2018,712,44.5,594,37.125
2825,Volume,8/6/2018,788,49.25,666,41.625
2825,Volume,8/7/2018,763,47.6875,693,43.3125
2825,Volume,8/8/2018,820,51.25,719,44.9375
2825,Volume,8/9/2018,698,43.625,691,43.1875
2825,Volume,8/10/2018,712,44.5,625,39.0625
2825,Volume,8/13/2018,757,47.3125,686,42.875
2825,Volume,8/14/2018,901,56.3125,691,43.1875
2825,Volume,8/15/2018,900,56.25,633,39.5625
2825,Volume,8/16/2018,779,48.6875,655,40.9375
2825,Volume,8/17/2018,775,48.4375,588,36.75
2825,Volume,8/20/2018,772,48.25,573,35.8125
2825,Volume,8/21/2018,848,53,690,43.125
2825,Volume,8/22/2018,807,50.4375,727,45.4375
2825,Volume,8/23/2018,843,52.6875,747,46.6875
2825,Volume,8/24/2018,731,45.6875,615,38.4375
2825,Volume,8/27/2018,778,48.625,678,42.375
2825,Volume,8/28/2018,776,48.5,811,50.6875
2825,Volume,8/29/2018,932,58.25,748,46.75
2825,Volume,8/30/2018,825,51.5625,760,47.5
2825,Volume,8/31/2018,692,43.25,586,36.625
2825,Volume,9/3/2018,390,24.375,139,8.6875
2825,Volume,9/4/2018,851,53.1875,738,46.125
2825,Volume,9/5/2018,830,51.875,772,48.25
2825,Volume,9/6/2018,856,53.5,754,47.125
2825,Volume,9/7/2018,921,57.5625,705,44.0625
2825,Volume,9/10/2018,767,47.9375,781,48.8125
2825,Volume,9/11/2018,894,55.875,733,45.8125
2825,Volume,9/12/2018,850,53.125,746,46.625
2825,Volume,9/13/2018,910,56.875,738,46.125
2825,Volume,9/14/2018,866,54.125,729,45.5625
2825,Volume,9/17/2018,750,46.875,642,40.125
2825,Volume,9/18/2018,873,54.5625,707,44.1875
2825,Volume,9/19/2018,942,58.875,692,43.25
2825,Volume,9/20/2018,900,56.25,651,40.6875
2825,Volume,9/21/2018,859,53.6875,664,41.5
2825,Volume,9/24/2018,850,53.125,742,46.375
2825,Volume,9/25/2018,792,49.5,790,49.375
2825,Volume,9/26/2018,907,56.6875,733,45.8125
2825,Volume,9/27/2018,832,52,820,51.25
2825,Volume,9/28/2018,920,57.5,730,45.625
2825,Volume,10/1/2018,800,50,690,43.125
2825,Volume,10/2/2018,781,48.8125,808,50.5
2825,Volume,10/3/2018,899,56.1875,733,45.8125
2825,Volume,10/4/2018,829,51.8125,709,44.3125
2825,Volume,10/5/2018,845,52.8125,638,39.875
2829,Volume,8/1/2017,1087,67.9375,1063,66.4375
2829,Volume,8/2/2017,1115,69.6875,1140,71.25
2829,Volume,8/3/2017,1071,66.9375,1076,67.25
2829,Volume,8/4/2017,1166,72.875,1025,64.0625
2829,Volume,8/7/2017,1126,70.375,995,62.1875
2829,Volume,8/8/2017,1037,64.8125,1158,72.375
2829,Volume,8/9/2017,1100,68.75,1030,64.375
2829,Volume,8/10/2017,1207,75.4375,1090,68.125
2829,Volume,8/11/2017,1017,63.5625,1068,66.75
2829,Volume,8/14/2017,1119,69.9375,1078,67.375
2829,Volume,8/15/2017,1146,71.625,1061,66.3125
2829,Volume,8/16/2017,1202,75.125,1009,63.0625
2829,Volume,8/17/2017,1124,70.25,1105,69.0625
2829,Volume,8/18/2017,1052,65.75,1052,65.75
2829,Volume,8/21/2017,1060,66.25,1038,64.875
2829,Volume,8/22/2017,1181,73.8125,1124,70.25
2829,Volume,8/23/2017,1252,78.25,1106,69.125
2829,Volume,8/24/2017,1104,69,1076,67.25
2829,Volume,8/25/2017,1033,64.5625,1053,65.8125
2829,Volume,8/28/2017,1223,76.4375,1144,71.5
2829,Volume,8/29/2017,1136,71,1128,70.5
2829,Volume,8/30/2017,1172,73.25,1142,71.375
2829,Volume,8/31/2017,1242,77.625,1107,69.1875
2829,Volume,9/1/2017,961,60.0625,1088,68
2829,Volume,9/4/2017,935,58.4375,234,14.625
2829,Volume,9/5/2017,1198,74.875,958,59.875
2829,Volume,9/6/2017,1195,74.6875,1101,68.8125
2829,Volume,9/7/2017,1194,74.625,1124,70.25
2829,Volume,9/8/2017,1170,73.125,1078,67.375
2829,Volume,9/11/2017,1167,72.9375,980,61.25
2829,Volume,9/12/2017,1211,75.6875,1022,63.875
2829,Volume,9/13/2017,1216,76,1057,66.0625
2829,Volume,9/14/2017,1205,75.3125,1054,65.875
2829,Volume,9/15/2017,1114,69.625,1094,68.375
2829,Volume,9/18/2017,1097,68.5625,1007,62.9375
2829,Volume,9/19/2017,1108,69.25,1095,68.4375
2829,Volume,9/20/2017,1189,74.3125,1087,67.9375
2829,Volume,9/21/2017,1138,71.125,1193,74.5625
2829,Volume,9/22/2017,1094,68.375,1002,62.625
2829,Volume,9/25/2017,1116,69.75,684,42.75
2829,Volume,9/26/2017,1256,78.5,1029,64.3125
2829,Volume,9/27/2017,1184,74,1123,70.1875
2829,Volume,9/28/2017,1265,79.0625,1004,62.75
2829,Volume,9/29/2017,1239,77.4375,1082,67.625
2829,Volume,8/1/2018,1259,78.6875,1286,80.375
2829,Volume,8/2/2018,1210,75.625,1289,80.5625
2829,Volume,8/3/2018,1138,71.125,1143,71.4375
2829,Volume,8/6/2018,1155,72.1875,1195,74.6875
2829,Volume,8/7/2018,1156,72.25,1252,78.25
2829,Volume,8/8/2018,1325,82.8125,1246,77.875
2829,Volume,8/9/2018,1276,79.75,1312,82
2829,Volume,8/10/2018,981,61.3125,1154,72.125
2829,Volume,8/13/2018,1186,74.125,1157,72.3125
2829,Volume,8/14/2018,1286,80.375,1262,78.875
2829,Volume,8/15/2018,1296,81,1253,78.3125
2829,Volume,8/16/2018,1272,79.5,1233,77.0625
2829,Volume,8/17/2018,1062,66.375,1158,72.375
2829,Volume,8/20/2018,1145,71.5625,1273,79.5625
2829,Volume,8/21/2018,1177,73.5625,1307,81.6875
2829,Volume,8/22/2018,1329,83.0625,1288,80.5
2829,Volume,8/23/2018,1262,78.875,1198,74.875
2829,Volume,8/24/2018,1208,75.5,1157,72.3125
2829,Volume,8/27/2018,1238,77.375,1179,73.6875
2829,Volume,8/28/2018,1207,75.4375,1177,73.5625
2829,Volume,8/29/2018,1325,82.8125,1175,73.4375
2829,Volume,8/30/2018,1159,72.4375,1179,73.6875
2829,Volume,8/31/2018,976,61,1103,68.9375
2829,Volume,9/3/2018,844,52.75,222,13.875
2829,Volume,9/4/2018,1352,84.5,1187,74.1875
2829,Volume,9/5/2018,1314,82.125,1245,77.8125
2829,Volume,9/6/2018,1299,81.1875,1713,107.0625
2829,Volume,9/7/2018,1272,79.5,1370,85.625
2829,Volume,9/10/2018,1254,78.375,1205,75.3125
2829,Volume,9/11/2018,1302,81.375,1569,98.0625
2829,Volume,9/12/2018,1253,78.3125,1572,98.25
2829,Volume,9/13/2018,1437,89.8125,1443,90.1875
2829,Volume,9/14/2018,1238,77.375,1222,76.375
2829,Volume,9/17/2018,1128,70.5,1575,98.4375
2829,Volume,9/18/2018,1344,84,1543,96.4375
2829,Volume,9/19/2018,1314,82.125,1499,93.6875
2829,Volume,9/20/2018,1206,75.375,1624,101.5
2829,Volume,9/21/2018,1329,83.0625,1509,94.3125
2829,Volume,9/24/2018,1237,77.3125,1296,81
2829,Volume,9/25/2018,1280,80,1480,92.5
2829,Volume,9/26/2018,1337,83.5625,1434,89.625
2829,Volume,9/27/2018,1357,84.8125,1441,90.0625
2829,Volume,9/28/2018,1327,82.9375,1290,80.625
2829,Volume,10/1/2018,1237,77.3125,1187,74.1875
2829,Volume,10/2/2018,1252,78.25,1203,75.1875
2829,Volume,10/3/2018,1320,82.5,1243,77.6875
2829,Volume,10/4/2018,1331,83.1875,1574,98.375
2829,Volume,10/5/2018,1264,79,1298,81.125
2833,Volume,8/1/2017,580,36.25,806,50.375
2833,Volume,8/2/2017,591,36.9375,836,52.25
2833,Volume,8/3/2017,606,37.875,722,45.125
2833,Volume,8/4/2017,636,39.75,881,55.0625
2833,Volume,8/7/2017,564,35.25,779,48.6875
2833,Volume,8/8/2017,504,31.5,791,49.4375
2833,Volume,8/9/2017,538,33.625,858,53.625
2833,Volume,8/10/2017,591,36.9375,878,54.875
2833,Volume,8/11/2017,548,34.25,822,51.375
2833,Volume,8/14/2017,530,33.125,799,49.9375
2833,Volume,8/15/2017,621,38.8125,812,50.75
2833,Volume,8/16/2017,579,36.1875,658,41.125
2833,Volume,8/17/2017,593,37.0625,774,48.375
2833,Volume,8/18/2017,516,32.25,852,53.25
2833,Volume,8/21/2017,500,31.25,768,48
2833,Volume,8/22/2017,573,35.8125,824,51.5
2833,Volume,8/23/2017,595,37.1875,772,48.25
2833,Volume,8/24/2017,539,33.6875,756,47.25
2833,Volume,8/25/2017,551,34.4375,619,38.6875
2833,Volume,8/28/2017,542,33.875,714,44.625
2833,Volume,8/29/2017,604,37.75,775,48.4375
2833,Volume,8/30/2017,536,33.5,809,50.5625
2833,Volume,8/31/2017,591,36.9375,768,48
2833,Volume,9/1/2017,531,33.1875,841,52.5625
2833,Volume,9/4/2017,319,19.9375,183,11.4375
2833,Volume,9/5/2017,550,34.375,687,42.9375
2833,Volume,9/6/2017,559,34.9375,844,52.75
2833,Volume,9/7/2017,549,34.3125,867,54.1875
2833,Volume,9/8/2017,524,32.75,799,49.9375
2833,Volume,9/11/2017,547,34.1875,749,46.8125
2833,Volume,9/12/2017,512,32,780,48.75
2833,Volume,9/13/2017,525,32.8125,748,46.75
2833,Volume,9/14/2017,543,33.9375,694,43.375
2833,Volume,9/15/2017,517,32.3125,808,50.5
2833,Volume,9/18/2017,523,32.6875,800,50
2833,Volume,9/19/2017,543,33.9375,834,52.125
2833,Volume,9/20/2017,563,35.1875,833,52.0625
2833,Volume,9/21/2017,521,32.5625,806,50.375
2833,Volume,9/22/2017,568,35.5,809,50.5625
2833,Volume,9/25/2017,510,31.875,640,40
2833,Volume,9/26/2017,524,32.75,744,46.5
2833,Volume,9/27/2017,566,35.375,824,51.5
2833,Volume,9/28/2017,550,34.375,829,51.8125
2833,Volume,9/29/2017,550,34.375,874,54.625
2833,Volume,8/1/2018,496,31,974,60.875
2833,Volume,8/2/2018,505,31.5625,1064,66.5
2833,Volume,8/3/2018,503,31.4375,991,61.9375
2833,Volume,8/6/2018,479,29.9375,965,60.3125
2833,Volume,8/7/2018,485,30.3125,990,61.875
2833,Volume,8/8/2018,476,29.75,1007,62.9375
2833,Volume,8/9/2018,549,34.3125,899,56.1875
2833,Volume,8/10/2018,484,30.25,987,61.6875
2833,Volume,8/13/2018,456,28.5,895,55.9375
2833,Volume,8/14/2018,498,31.125,1065,66.5625
2833,Volume,8/15/2018,516,32.25,1066,66.625
2833,Volume,8/16/2018,536,33.5,1037,64.8125
2833,Volume,8/17/2018,488,30.5,1004,62.75
2833,Volume,8/20/2018,446,27.875,929,58.0625
2833,Volume,8/21/2018,515,32.1875,995,62.1875
2833,Volume,8/22/2018,501,31.3125,1022,63.875
2833,Volume,8/23/2018,477,29.8125,931,58.1875
2833,Volume,8/24/2018,510,31.875,937,58.5625
2833,Volume,8/27/2018,446,27.875,923,57.6875
2833,Volume,8/28/2018,503,31.4375,864,54
2833,Volume,8/29/2018,449,28.0625,927,57.9375
2833,Volume,8/30/2018,459,28.6875,1015,63.4375
2833,Volume,8/31/2018,445,27.8125,903,56.4375
2833,Volume,9/3/2018,342,21.375,217,13.5625
2833,Volume,9/4/2018,430,26.875,906,56.625
2833,Volume,9/5/2018,491,30.6875,995,62.1875
2833,Volume,9/6/2018,445,27.8125,1012,63.25
2833,Volume,9/7/2018,472,29.5,1050,65.625
2833,Volume,9/10/2018,477,29.8125,913,57.0625
2833,Volume,9/11/2018,511,31.9375,926,57.875
2833,Volume,9/12/2018,490,30.625,905,56.5625
2833,Volume,9/13/2018,490,30.625,869,54.3125
2833,Volume,9/14/2018,453,28.3125,789,49.3125
2833,Volume,9/17/2018,423,26.4375,850,53.125
2833,Volume,9/18/2018,526,32.875,918,57.375
2833,Volume,9/19/2018,484,30.25,934,58.375
2833,Volume,9/20/2018,497,31.0625,857,53.5625
2833,Volume,9/21/2018,530,33.125,983,61.4375
2833,Volume,9/24/2018,501,31.3125,931,58.1875
2833,Volume,9/25/2018,466,29.125,1067,66.6875
2833,Volume,9/26/2018,583,36.4375,997,62.3125
2833,Volume,9/27/2018,499,31.1875,1052,65.75
2833,Volume,9/28/2018,459,28.6875,978,61.125
2833,Volume,10/1/2018,516,32.25,1025,64.0625
2833,Volume,10/2/2018,532,33.25,960,60
2833,Volume,10/3/2018,487,30.4375,1028,64.25
2833,Volume,10/4/2018,497,31.0625,1043,65.1875
2833,Volume,10/5/2018,501,31.3125,966,60.375
2837,Volume,8/1/2017,1762,110.125,1632,102
2837,Volume,8/2/2017,1746,109.125,1578,98.625
2837,Volume,8/3/2017,1800,112.5,1426,89.125
2837,Volume,8/4/2017,1700,106.25,1555,97.1875
2837,Volume,8/7/2017,1694,105.875,1554,97.125
2837,Volume,8/8/2017,1806,112.875,1617,101.0625
2837,Volume,8/9/2017,1559,97.4375,1685,105.3125
2837,Volume,8/10/2017,1733,108.3125,1576,98.5
2837,Volume,8/11/2017,1708,106.75,1504,94
2837,Volume,8/14/2017,1667,104.1875,1562,97.625
2837,Volume,8/15/2017,1798,112.375,1665,104.0625
2837,Volume,8/16/2017,1747,109.1875,1711,106.9375
2837,Volume,8/17/2017,1772,110.75,1682,105.125
2837,Volume,8/18/2017,1852,115.75,1529,95.5625
2837,Volume,8/21/2017,1654,103.375,1539,96.1875
2837,Volume,8/22/2017,1818,113.625,1703,106.4375
2837,Volume,8/23/2017,1827,114.1875,1678,104.875
2837,Volume,8/24/2017,1855,115.9375,1783,111.4375
2837,Volume,8/25/2017,1717,107.3125,1625,101.5625
2837,Volume,8/28/2017,1711,106.9375,1737,108.5625
2837,Volume,8/29/2017,1790,111.875,1698,106.125
2837,Volume,8/30/2017,1736,108.5,1746,109.125
2837,Volume,8/31/2017,1899,118.6875,1752,109.5
2837,Volume,9/1/2017,1719,107.4375,1601,100.0625
2837,Volume,9/4/2017,1181,73.8125,512,32
2837,Volume,9/5/2017,1676,104.75,1669,104.3125
2837,Volume,9/6/2017,1679,104.9375,1713,107.0625
2837,Volume,9/7/2017,1683,105.1875,1697,106.0625
2837,Volume,9/8/2017,1759,109.9375,1626,101.625
2837,Volume,9/11/2017,1589,99.3125,1685,105.3125
2837,Volume,9/12/2017,2071,129.4375,1777,111.0625
2837,Volume,9/13/2017,1736,108.5,1823,113.9375
2837,Volume,9/14/2017,1748,109.25,1714,107.125
2837,Volume,9/15/2017,1729,108.0625,1687,105.4375
2837,Volume,9/18/2017,1497,93.5625,1664,104
2837,Volume,9/19/2017,1710,106.875,1709,106.8125
2837,Volume,9/20/2017,1741,108.8125,1744,109
2837,Volume,9/21/2017,1780,111.25,1674,104.625
2837,Volume,9/22/2017,1655,103.4375,1646,102.875
2837,Volume,9/25/2017,1572,98.25,1693,105.8125
2837,Volume,9/26/2017,1776,111,1665,104.0625
2837,Volume,9/27/2017,1744,109,1682,105.125
2837,Volume,9/28/2017,1701,106.3125,1703,106.4375
2837,Volume,9/29/2017,1732,108.25,1681,105.0625
2837,Volume,8/1/2018,1675,104.6875,1605,100.3125
2837,Volume,8/2/2018,1762,110.125,1508,94.25
2837,Volume,8/3/2018,1586,99.125,1450,90.625
2837,Volume,8/6/2018,1554,97.125,1428,89.25
2837,Volume,8/7/2018,1645,102.8125,1503,93.9375
2837,Volume,8/8/2018,1705,106.5625,1553,97.0625
2837,Volume,8/9/2018,1669,104.3125,1576,98.5
2837,Volume,8/10/2018,1575,98.4375,1454,90.875
2837,Volume,8/13/2018,1560,97.5,1525,95.3125
2837,Volume,8/14/2018,1580,98.75,1576,98.5
2837,Volume,8/15/2018,1599,99.9375,1521,95.0625
2837,Volume,8/16/2018,1643,102.6875,1520,95
2837,Volume,8/17/2018,1519,94.9375,1371,85.6875
2837,Volume,8/20/2018,1433,89.5625,1313,82.0625
2837,Volume,8/21/2018,1545,96.5625,1488,93
2837,Volume,8/22/2018,1603,100.1875,1557,97.3125
2837,Volume,8/23/2018,1644,102.75,1539,96.1875
2837,Volume,8/24/2018,1438,89.875,1385,86.5625
2837,Volume,8/27/2018,1408,88,1555,97.1875
2837,Volume,8/28/2018,1671,104.4375,1614,100.875
2837,Volume,8/29/2018,1603,100.1875,1604,100.25
2837,Volume,8/30/2018,1693,105.8125,1636,102.25
2837,Volume,8/31/2018,1610,100.625,1455,90.9375
2837,Volume,9/3/2018,1165,72.8125,457,28.5625
2837,Volume,9/4/2018,1434,89.625,1600,100
2837,Volume,9/5/2018,1607,100.4375,1691,105.6875
2837,Volume,9/6/2018,1652,103.25,1718,107.375
2837,Volume,9/7/2018,1643,102.6875,1609,100.5625
2837,Volume,9/10/2018,1625,101.5625,1688,105.5
2837,Volume,9/11/2018,1727,107.9375,1620,101.25
2837,Volume,9/12/2018,1820,113.75,1650,103.125
2837,Volume,9/13/2018,1735,108.4375,1615,100.9375
2837,Volume,9/14/2018,1642,102.625,1644,102.75
2837,Volume,9/17/2018,1415,88.4375,1519,94.9375
2837,Volume,9/18/2018,1752,109.5,1560,97.5
2837,Volume,9/19/2018,1719,107.4375,1562,97.625
2837,Volume,9/20/2018,1551,96.9375,1473,92.0625
2837,Volume,9/21/2018,1687,105.4375,1521,95.0625
2837,Volume,9/24/2018,1647,102.9375,1597,99.8125
2837,Volume,9/25/2018,1772,110.75,1643,102.6875
2837,Volume,9/26/2018,1729,108.0625,1712,107
2837,Volume,9/27/2018,1728,108,1702,106.375
2837,Volume,9/28/2018,1688,105.5,1606,100.375
2837,Volume,10/1/2018,1483,92.6875,1458,91.125
2837,Volume,10/2/2018,1611,100.6875,1660,103.75
2837,Volume,10/3/2018,1633,102.0625,1612,100.75
2837,Volume,10/4/2018,1557,97.3125,1582,98.875
2837,Volume,10/5/2018,1563,97.6875,1450,90.625
2841,Volume,8/1/2017,1535,95.9375,1524,95.25
2841,Volume,8/2/2017,1518,94.875,1577,98.5625
2841,Volume,8/3/2017,1595,99.6875,1394,87.125
2841,Volume,8/4/2017,1610,100.625,1575,98.4375
2841,Volume,8/7/2017,1679,104.9375,1548,96.75
2841,Volume,8/8/2017,1443,90.1875,1542,96.375
2841,Volume,8/9/2017,1483,92.6875,1556,97.25
2841,Volume,8/10/2017,1653,103.3125,1606,100.375
2841,Volume,8/11/2017,1578,98.625,1627,101.6875
2841,Volume,8/14/2017,1518,94.875,1688,105.5
2841,Volume,8/15/2017,1583,98.9375,1627,101.6875
2841,Volume,8/16/2017,1641,102.5625,1347,84.1875
2841,Volume,8/17/2017,1640,102.5,1581,98.8125
2841,Volume,8/18/2017,1616,101,1653,103.3125
2841,Volume,8/21/2017,1441,90.0625,1587,99.1875
2841,Volume,8/22/2017,1501,93.8125,1566,97.875
2841,Volume,8/23/2017,1617,101.0625,1557,97.3125
2841,Volume,8/24/2017,1642,102.625,1447,90.4375
2841,Volume,8/25/2017,1750,109.375,1133,70.8125
2841,Volume,8/28/2017,1587,99.1875,1456,91
2841,Volume,8/29/2017,1611,100.6875,1449,90.5625
2841,Volume,8/30/2017,1649,103.0625,1513,94.5625
2841,Volume,8/31/2017,1685,105.3125,1505,94.0625
2841,Volume,9/1/2017,1556,97.25,1583,98.9375
2841,Volume,9/4/2017,858,53.625,375,23.4375
2841,Volume,9/5/2017,1449,90.5625,1392,87
2841,Volume,9/6/2017,1465,91.5625,1569,98.0625
2841,Volume,9/7/2017,1519,94.9375,1632,102
2841,Volume,9/8/2017,1569,98.0625,1546,96.625
2841,Volume,9/11/2017,1487,92.9375,1498,93.625
2841,Volume,9/12/2017,1772,110.75,1435,89.6875
2841,Volume,9/13/2017,1572,98.25,1522,95.125
2841,Volume,9/14/2017,1525,95.3125,1455,90.9375
2841,Volume,9/15/2017,1531,95.6875,1493,93.3125
2841,Volume,9/18/2017,1388,86.75,1579,98.6875
2841,Volume,9/19/2017,1542,96.375,1573,98.3125
2841,Volume,9/20/2017,1588,99.25,1584,99
2841,Volume,9/21/2017,1570,98.125,1531,95.6875
2841,Volume,9/22/2017,1524,95.25,1527,95.4375
2841,Volume,9/25/2017,1461,91.3125,1219,76.1875
2841,Volume,9/26/2017,1462,91.375,1461,91.3125
2841,Volume,9/27/2017,1512,94.5,1514,94.625
2841,Volume,9/28/2017,1562,97.625,1548,96.75
2841,Volume,9/29/2017,1498,93.625,1647,102.9375
2841,Volume,8/1/2018,1451,90.6875,1735,108.4375
2841,Volume,8/2/2018,1407,87.9375,1901,118.8125
2841,Volume,8/3/2018,1497,93.5625,1759,109.9375
2841,Volume,8/6/2018,1511,94.4375,1783,111.4375
2841,Volume,8/7/2018,1364,85.25,1829,114.3125
2841,Volume,8/8/2018,1441,90.0625,1900,118.75
2841,Volume,8/9/2018,1404,87.75,1674,104.625
2841,Volume,8/10/2018,1417,88.5625,1805,112.8125
2841,Volume,8/13/2018,1375,85.9375,1708,106.75
2841,Volume,8/14/2018,1562,97.625,1898,118.625
2841,Volume,8/15/2018,1580,98.75,2084,130.25
2841,Volume,8/16/2018,1566,97.875,1885,117.8125
2841,Volume,8/17/2018,1562,97.625,1865,116.5625
2841,Volume,8/20/2018,1492,93.25,1794,112.125
2841,Volume,8/21/2018,1517,94.8125,1929,120.5625
2841,Volume,8/22/2018,1592,99.5,1848,115.5
2841,Volume,8/23/2018,1468,91.75,1732,108.25
2841,Volume,8/24/2018,1556,97.25,1682,105.125
2841,Volume,8/27/2018,1320,82.5,1823,113.9375
2841,Volume,8/28/2018,1583,98.9375,1617,101.0625
2841,Volume,8/29/2018,1498,93.625,1771,110.6875
2841,Volume,8/30/2018,1497,93.5625,1697,106.0625
2841,Volume,8/31/2018,1529,95.5625,1765,110.3125
2841,Volume,9/3/2018,969,60.5625,317,19.8125
2841,Volume,9/4/2018,1373,85.8125,1625,101.5625
2841,Volume,9/5/2018,1396,87.25,1774,110.875
2841,Volume,9/6/2018,1416,88.5,1692,105.75
2841,Volume,9/7/2018,1344,84,1765,110.3125
2841,Volume,9/10/2018,1410,88.125,1694,105.875
2841,Volume,9/11/2018,1570,98.125,2003,125.1875
2841,Volume,9/12/2018,1612,100.75,2062,128.875
2841,Volume,9/13/2018,1578,98.625,2041,127.5625
2841,Volume,9/14/2018,1595,99.6875,1906,119.125
2841,Volume,9/17/2018,1370,85.625,1996,124.75
2841,Volume,9/18/2018,1510,94.375,1860,116.25
2841,Volume,9/19/2018,1422,88.875,1862,116.375
2841,Volume,9/20/2018,1378,86.125,1732,108.25
2841,Volume,9/21/2018,1597,99.8125,2022,126.375
2841,Volume,9/24/2018,1375,85.9375,1808,113
2841,Volume,9/25/2018,1428,89.25,1824,114
2841,Volume,9/26/2018,1527,95.4375,1758,109.875
2841,Volume,9/27/2018,1408,88,1810,113.125
2841,Volume,9/28/2018,1474,92.125,1757,109.8125
2841,Volume,10/1/2018,1549,96.8125,1938,121.125
2841,Volume,10/2/2018,1575,98.4375,1746,109.125
2841,Volume,10/3/2018,1571,98.1875,1856,116
2841,Volume,10/4/2018,1644,102.75,1887,117.9375
2841,Volume,10/5/2018,1591,99.4375,1830,114.375
2845,Volume,8/1/2017,1839,114.9375,836,52.25
